source,target,source_genesymbol,target_genesymbol,resource
Q9UMD9,COMPLEX:P05556_P56199,COL17A1,ITGA1_ITGB1,consensus
Q9UMD9,COMPLEX:P05556_Q9UKX5,COL17A1,ITGA11_ITGB1,consensus
Q9Y240,O75578,CLEC11A,ITGA10,consensus
Q9Y240,P05556,CLEC11A,ITGB1,consensus
Q9Y240,Q9UKX5,CLEC11A,ITGA11,consensus
Q9Y258,P32246,CCL26,CCR1,consensus
Q9Y258,P41597,CCL26,CCR2,consensus
Q9Y258,P49238,CCL26,CX3CR1,consensus
Q9Y258,P51677,CCL26,CCR3,consensus
Q9Y258,P51681,CCL26,CCR5,consensus
Q9Y264,P35590,ANGPT4,TIE1,consensus
Q9Y264,Q02763,ANGPT4,TEK,consensus
Q9Y4X3,P08913,CCL27,ADRA2A,consensus
Q9Y4X3,P41597,CCL27,CCR2,consensus
Q9Y4X3,P46092,CCL27,CCR10,consensus
Q9Y4X3,P48039,CCL27,MTNR1A,consensus
Q9Y4X3,P51677,CCL27,CCR3,consensus
Q9Y4X3,Q14831,CCL27,GRM7,consensus
Q9Y5C1,COMPLEX:P05106_P06756,ANGPTL3,ITGAV_ITGB3,consensus
Q9Y5C1,P08648,ANGPTL3,ITGA5,consensus
Q9Y5Q6,P08913,INSL5,ADRA2A,consensus
Q9Y5Q6,P48039,INSL5,MTNR1A,consensus
Q9Y5Q6,Q14831,INSL5,GRM7,consensus
Q9Y5Q6,Q8TDU9,INSL5,RXFP4,consensus
Q9Y5Q6,Q8WXD0,INSL5,RXFP2,consensus
Q9Y5Q6,Q9HBX9,INSL5,RXFP1,consensus
Q9Y5Q6,Q9NSD7,INSL5,RXFP3,consensus
Q9Y5W5,P34925,WIF1,RYK,consensus
Q9Y6F9,COMPLEX:O00144_O75197,WNT6,FZD9_LRP5,consensus
Q9Y6F9,COMPLEX:O00144_O75581,WNT6,FZD9_LRP6,consensus
Q9Y6F9,COMPLEX:O60353_O75197,WNT6,FZD6_LRP5,consensus
Q9Y6F9,COMPLEX:O60353_O75581,WNT6,FZD6_LRP6,consensus
Q9Y6F9,COMPLEX:O75084_O75197,WNT6,FZD7_LRP5,consensus
Q9Y6F9,COMPLEX:O75084_O75581,WNT6,FZD7_LRP6,consensus
Q9Y6F9,COMPLEX:O75197_Q13467,WNT6,FZD5_LRP5,consensus
Q9Y6F9,COMPLEX:O75197_Q14332,WNT6,FZD2_LRP5,consensus
Q9Y6F9,COMPLEX:O75197_Q9H461,WNT6,FZD8_LRP5,consensus
Q9Y6F9,COMPLEX:O75197_Q9NPG1,WNT6,FZD3_LRP5,consensus
Q9Y6F9,COMPLEX:O75197_Q9ULV1,WNT6,FZD4_LRP5,consensus
Q9Y6F9,COMPLEX:O75197_Q9ULW2,WNT6,FZD10_LRP5,consensus
Q9Y6F9,COMPLEX:O75197_Q9UP38,WNT6,FZD1_LRP5,consensus
Q9Y6F9,COMPLEX:O75581_Q13467,WNT6,FZD5_LRP6,consensus
Q9Y6F9,COMPLEX:O75581_Q14332,WNT6,FZD2_LRP6,consensus
Q9Y6F9,COMPLEX:O75581_Q9H461,WNT6,FZD8_LRP6,consensus
Q9Y6F9,COMPLEX:O75581_Q9NPG1,WNT6,FZD3_LRP6,consensus
Q9Y6F9,COMPLEX:O75581_Q9ULV1,WNT6,FZD4_LRP6,consensus
Q9Y6F9,COMPLEX:O75581_Q9ULW2,WNT6,FZD10_LRP6,consensus
Q9Y6F9,COMPLEX:O75581_Q9UP38,WNT6,FZD1_LRP6,consensus
P32970,P26842,CD70,CD27,consensus
O43921,P29317,EFNA2,EPHA2,consensus
P52797,P29320,EFNA3,EPHA3,consensus
O43921,Q15375,EFNA2,EPHA7,consensus
P52797,Q15375,EFNA3,EPHA7,consensus
O43921,P29322,EFNA2,EPHA8,consensus
P52797,P29322,EFNA3,EPHA8,consensus
O43921,P54756,EFNA2,EPHA5,consensus
P52797,P54756,EFNA3,EPHA5,consensus
P52797,P54764,EFNA3,EPHA4,consensus
O43921,P54764,EFNA2,EPHA4,consensus
P52797,P29317,EFNA3,EPHA2,consensus
P51671,O00590,CCL11,ACKR2,consensus
Q99616,O00590,CCL13,ACKR2,consensus
Q16627,O00590,CCL14,ACKR2,consensus
P13500,O00590,CCL2,ACKR2,consensus
P10147,O00590,CCL3,ACKR2,consensus
P13236,O00590,CCL4,ACKR2,consensus
P13501,O00590,CCL5,ACKR2,consensus
P80098,O00590,CCL7,ACKR2,consensus
P80075,O00590,CCL8,ACKR2,consensus
O43921,P29320,EFNA2,EPHA3,consensus
O43921,P21709,EFNA2,EPHA1,consensus
O00626,P27487,CCL22,DPP4,consensus
Q92478,Q9NZS2,CLEC2B,KLRF1,consensus
P41221,Q9UP38,WNT5A,FZD1,consensus
P51671,P27487,CCL11,DPP4,consensus
P02778,P27487,CXCL10,DPP4,consensus
O14625,P27487,CXCL11,DPP4,consensus
Q6UVW9,D3W0D1,CLEC2A,KLRF2,consensus
P52797,P21709,EFNA3,EPHA1,consensus
P19875,P27487,CXCL2,DPP4,consensus
Q07325,P27487,CXCL9,DPP4,consensus
P48061,P27487,CXCL12,DPP4,consensus
Q9H2A7,O00574,CXCL16,CXCR6,consensus
P50591,O14798,TNFSF10,TNFRSF10C,consensus
P06881,P30988,CALCA,CALCR,consensus
P01024,Q16581,C3,C3AR1,consensus
P32971,P28908,TNFSF8,TNFRSF8,consensus
P23510,P43489,TNFSF4,TNFRSF4,consensus
P00749,Q03405,PLAU,PLAUR,consensus
P01024,P20023,C3,CR2,consensus
Q92583,O00590,CCL17,ACKR2,consensus
P55774,Q9BZ71,CCL18,PITPNM3,consensus
O00626,O00590,CCL22,ACKR2,consensus
P55773,O00590,CCL23,ACKR2,consensus
O00175,O00590,CCL24,ACKR2,consensus
P16619,O00590,CCL3L1,ACKR2,consensus
Q8NHW4,O00590,CCL4L1,ACKR2,consensus
P21854,P06127,CD72,CD5,consensus
P26441,COMPLEX:P40189_P42702,CNTF,IL6ST_LIFR,consensus
P26441,COMPLEX:P26992_P40189,CNTF,CNTFR_IL6ST,consensus
P09429,Q8TDQ0,HMGB1,HAVCR2,consensus
Q14005,P21926,IL16,CD9,consensus
P31025,Q6UX01,LCN1,LMBR1L,consensus
P09382,Q07108,LGALS1,CD69,consensus
Q92854,P21854,SEMA4D,CD72,consensus
P40222,Q13277,TXLNA,STX3,consensus
P40222,Q12846,TXLNA,STX4,consensus
P40222,Q16623,TXLNA,STX1A,consensus
P27658,COMPLEX:P05556_P56199,COL8A1,ITGA1_ITGB1,consensus
Q02388,COMPLEX:P05556_P56199,COL7A1,ITGA1_ITGB1,consensus
P25940,COMPLEX:P05556_P56199,COL5A3,ITGA1_ITGB1,consensus
P05997,COMPLEX:P05556_P56199,COL5A2,ITGA1_ITGB1,consensus
P20908,COMPLEX:P05556_P56199,COL5A1,ITGA1_ITGB1,consensus
P02461,COMPLEX:P05556_P56199,COL3A1,ITGA1_ITGB1,consensus
P39060,COMPLEX:P05556_P56199,COL18A1,ITGA1_ITGB1,consensus
Q05707,COMPLEX:P05556_P56199,COL14A1,ITGA1_ITGB1,consensus
P12107,COMPLEX:P05556_P56199,COL11A1,ITGA1_ITGB1,consensus
P12107,COMPLEX:P05556_P17301,COL11A1,ITGA2_ITGB1,consensus
Q05707,COMPLEX:P05556_P17301,COL14A1,ITGA2_ITGB1,consensus
P39060,COMPLEX:P05556_P17301,COL18A1,ITGA2_ITGB1,consensus
P02461,COMPLEX:P05556_P17301,COL3A1,ITGA2_ITGB1,consensus
P20908,COMPLEX:P05556_P17301,COL5A1,ITGA2_ITGB1,consensus
P05997,COMPLEX:P05556_P17301,COL5A2,ITGA2_ITGB1,consensus
P25940,COMPLEX:P05556_P17301,COL5A3,ITGA2_ITGB1,consensus
Q02388,COMPLEX:P05556_P17301,COL7A1,ITGA2_ITGB1,consensus
P27658,COMPLEX:P05556_P17301,COL8A1,ITGA2_ITGB1,consensus
P12107,COMPLEX:O75578_P05556,COL11A1,ITGA10_ITGB1,consensus
Q05707,COMPLEX:O75578_P05556,COL14A1,ITGA10_ITGB1,consensus
P39060,COMPLEX:O75578_P05556,COL18A1,ITGA10_ITGB1,consensus
P02461,COMPLEX:O75578_P05556,COL3A1,ITGA10_ITGB1,consensus
P20908,COMPLEX:O75578_P05556,COL5A1,ITGA10_ITGB1,consensus
P05997,COMPLEX:O75578_P05556,COL5A2,ITGA10_ITGB1,consensus
P25940,COMPLEX:O75578_P05556,COL5A3,ITGA10_ITGB1,consensus
Q02388,COMPLEX:O75578_P05556,COL7A1,ITGA10_ITGB1,consensus
P27658,COMPLEX:O75578_P05556,COL8A1,ITGA10_ITGB1,consensus
P12107,COMPLEX:P05556_Q9UKX5,COL11A1,ITGA11_ITGB1,consensus
Q05707,COMPLEX:P05556_Q9UKX5,COL14A1,ITGA11_ITGB1,consensus
P39060,COMPLEX:P05556_Q9UKX5,COL18A1,ITGA11_ITGB1,consensus
P02461,COMPLEX:P05556_Q9UKX5,COL3A1,ITGA11_ITGB1,consensus
P20908,COMPLEX:P05556_Q9UKX5,COL5A1,ITGA11_ITGB1,consensus
P05997,COMPLEX:P05556_Q9UKX5,COL5A2,ITGA11_ITGB1,consensus
P25940,COMPLEX:P05556_Q9UKX5,COL5A3,ITGA11_ITGB1,consensus
Q02388,COMPLEX:P05556_Q9UKX5,COL7A1,ITGA11_ITGB1,consensus
P27658,COMPLEX:P05556_Q9UKX5,COL8A1,ITGA11_ITGB1,consensus
P25063,Q96LC7,CD24,SIGLEC10,consensus
Q6UXB4,P18627,CLEC4G,LAG3,consensus
P04899,P48039,GNAI2,MTNR1A,consensus
P01148,P30968,GNRH1,GNRHR,consensus
Q15465,Q96QV1,SHH,HHIP,consensus
Q15465,P54826,SHH,GAS1,consensus
P49768,Q92542,PSEN1,NCSTN,consensus
O43921,Q9UF33,EFNA2,EPHA6,consensus
P52797,Q9UF33,EFNA3,EPHA6,consensus
O43323,Q96QV1,DHH,HHIP,consensus
Q14623,Q96QV1,IHH,HHIP,consensus
P55196,P54753,AFDN,EPHB3,consensus
P04899,P51681,GNAI2,CCR5,consensus
P35318,P30988,ADM,CALCR,consensus
Q7Z4H4,P30988,ADM2,CALCR,consensus
P10997,P30988,IAPP,CALCR,consensus
P10092,P30988,CALCB,CALCR,consensus
P07225,P30530,PROS1,AXL,consensus
P01031,P21730,C5,C5AR1,consensus
P39019,P21730,RPS19,C5AR1,consensus
P01031,Q9P296,C5,C5AR2,consensus
Q99969,P46091,RARRES2,CMKLR2,consensus
P01189,P41143,POMC,OPRD1,consensus
P01213,P41143,PDYN,OPRD1,consensus
P01210,P41143,PENK,OPRD1,consensus
P49913,P25090,CAMP,FPR2,consensus
Q9NRV9,P25089,HEBP1,FPR3,consensus
O43555,P30968,GNRH2,GNRHR,consensus
P07602,O15354,PSAP,GPR37,consensus
P07602,O60883,PSAP,GPR37L1,consensus
P20366,P25103,TAC1,TACR1,consensus
Q9UHF0,P25103,TAC3,TACR1,consensus
P20366,P29371,TAC1,TACR3,consensus
Q9UHF0,P29371,TAC3,TACR3,consensus
P84077,O14939,ARF1,PLD2,consensus
P07225,Q06418,PROS1,TYRO3,consensus
P63092,P07550,GNAS,ADRB2,consensus
P02671,P05556,FGA,ITGB1,consensus
P55196,Q15375,AFDN,EPHA7,consensus
P55196,P29323,AFDN,EPHB2,consensus
P55196,O15197,AFDN,EPHB6,consensus
Q2MKA7,Q9ULT6,RSPO1,ZNRF3,consensus
Q8IZD2,O95944,KMT2E,NCR2,consensus
Q8WWY8,Q9HBW0,LIPH,LPAR2,consensus
Q92913,Q14524,FGF13,SCN5A,consensus
Q92913,Q9UQD0,FGF13,SCN8A,consensus
Q96CW9,Q9HBW1,NTNG2,LRRC4,consensus
Q9BXY4,P31431,RSPO3,SDC4,consensus
Q9NQC3,Q96FE5,RTN4,LINGO1,consensus
Q9UQ52,P46531,CNTN6,NOTCH1,consensus
Q9Y2I2,Q9HCJ2,NTNG1,LRRC4C,consensus
P63092,P47871,GNAS,GCGR,consensus
P04899,Q08828,GNAI2,ADCY1,consensus
P02671,P20702,FGA,ITGAX,consensus
P06744,Q9UKV5,GPI,AMFR,consensus
P12004,O95944,PCNA,NCR2,consensus
P10144,P11717,GZMB,IGF2R,consensus
P28907,P16284,CD38,PECAM1,consensus
P01008,Q07954,SERPINC1,LRP1,consensus
P01009,Q07954,SERPINA1,LRP1,consensus
P63092,P16473,GNAS,TSHR,consensus
O00587,P46531,MFNG,NOTCH1,consensus
O00587,Q04721,MFNG,NOTCH2,consensus
O43184,P31431,ADAM12,SDC4,consensus
P00734,O00254,F2,F2RL2,consensus
P00734,P25116,F2,F2R,consensus
P00734,P55085,F2,F2RL1,consensus
P00734,Q96RI0,F2,F2RL3,consensus
P00797,O75787,REN,ATP6AP2,consensus
P02649,Q92673,APOE,SORL1,consensus
P10646,P98155,TFPI,VLDLR,consensus
P14138,P23276,EDN3,KEL,consensus
P23515,Q96FE5,OMG,LINGO1,consensus
Q5JWF2,P30518,GNAS,AVPR2,consensus
P42127,O75882,ASIP,ATRN,consensus
P42127,Q01726,ASIP,MC1R,consensus
P49768,P46531,PSEN1,NOTCH1,consensus
Q12841,Q14689,FSTL1,DIP2A,consensus
Q5JWF2,Q13258,GNAS,PTGDR,consensus
P01112,P06213,HRAS,INSR,consensus
P01112,Q03135,HRAS,CAV1,consensus
P84077,P06213,ARF1,INSR,consensus
P28799,Q99523,GRN,SORT1,consensus
P10144,P20309,GZMB,CHRM3,consensus
P00740,Q07954,F9,LRP1,consensus
P01033,P08962,TIMP1,CD63,consensus
Q8N474,Q14332,SFRP1,FZD2,consensus
Q8N474,O60353,SFRP1,FZD6,consensus
P00750,Q07954,PLAT,LRP1,consensus
P01137,P17813,TGFB1,ENG,consensus
P14210,Q9Y5Y6,HGF,ST14,consensus
P05121,P98164,SERPINE1,LRP2,consensus
P05121,Q07954,SERPINE1,LRP1,consensus
Q15768,Q9NX52,EFNB3,RHBDL2,consensus
Q99075,P21926,HBEGF,CD9,consensus
P02788,Q07954,LTF,LRP1,consensus
P04196,P12314,HRG,FCGR1A,consensus
P10646,Q07954,TFPI,LRP1,consensus
P04070,P07204,PROC,THBD,consensus
P10600,P17813,TGFB3,ENG,consensus
P08476,P17813,INHBA,ENG,consensus
P52799,Q9NX52,EFNB2,RHBDL2,consensus
P01024,P11215,C3,ITGAM,consensus
P01024,P15391,C3,CD19,consensus
P01024,P15529,C3,CD46,consensus
P01024,Q9P296,C3,C5AR2,consensus
P01024,P20702,C3,ITGAX,consensus
P01024,P17927,C3,CR1,consensus
P50552,P25025,VASP,CXCR2,consensus
P55000,P36544,SLURP1,CHRNA7,consensus
P23515,Q86UN2,OMG,RTN4RL1,consensus
Q16613,P49286,AANAT,MTNR1B,consensus
Q16613,P48039,AANAT,MTNR1A,consensus
P02741,P78380,CRP,OLR1,consensus
P30990,Q99523,NTS,SORT1,consensus
O00585,O00590,CCL21,ACKR2,consensus
Q9Y4X3,O00590,CCL27,ACKR2,consensus
P09237,P16070,MMP7,CD44,consensus
P09237,P48509,MMP7,CD151,consensus
P09237,Q15303,MMP7,ERBB4,consensus
P07996,P31431,THBS1,SDC4,consensus
P16035,P05556,TIMP2,ITGB1,consensus
P09038,P31431,FGF2,SDC4,consensus
P00488,P13612,F13A1,ITGA4,consensus
P00488,P05556,F13A1,ITGB1,consensus
P35625,P50052,TIMP3,AGTR2,consensus
P22692,Q9H461,IGFBP4,FZD8,consensus
Q6UXX9,Q9ULT6,RSPO2,ZNRF3,consensus
P22004,Q6ZVN8,BMP6,HJV,consensus
Q96QR1,Q9UEW3,SCGB3A1,MARCO,consensus
Q9Y566,P30874,SHANK1,SSTR2,consensus
Q9Y566,O94910,SHANK1,ADGRL1,consensus
O95393,P17813,BMP10,ENG,consensus
Q8WWY8,Q92633,LIPH,LPAR1,consensus
Q8WWY8,Q99677,LIPH,LPAR4,consensus
Q96PL1,Q9UEW3,SCGB3A2,MARCO,consensus
Q05707,P16070,COL14A1,CD44,consensus
Q14005,Q99712,IL16,KCNJ15,consensus
Q14005,P78508,IL16,KCNJ10,consensus
P02461,Q16832,COL3A1,DDR2,consensus
P02461,P20916,COL3A1,MAG,consensus
P02461,Q08345,COL3A1,DDR1,consensus
P02778,P31431,CXCL10,SDC4,consensus
P02675,P11215,FGB,ITGAM,consensus
P02675,P05556,FGB,ITGB1,consensus
P02675,O00206,FGB,TLR4,consensus
P02671,P11215,FGA,ITGAM,consensus
P02671,P05106,FGA,ITGB3,consensus
P02671,O00206,FGA,TLR4,consensus
Q9UKY0,P08865,PRND,RPSA,consensus
Q92819,O75330,HAS2,HMMR,consensus
Q92819,P16070,HAS2,CD44,consensus
Q6NW40,Q92859,RGMB,NEO1,consensus
P00734,P07204,F2,THBD,consensus
Q99731,O00590,CCL19,ACKR2,consensus
P06858,Q8IV16,LPL,GPIHBP1,consensus
P06858,P18827,LPL,SDC1,consensus
P06858,P98155,LPL,VLDLR,consensus
P04899,Q9UBY5,GNAI2,LPAR3,consensus
P04899,P25101,GNAI2,EDNRA,consensus
P04899,P30542,GNAI2,ADORA1,consensus
P04899,P21730,GNAI2,C5AR1,consensus
P04899,P18089,GNAI2,ADRA2B,consensus
P04899,P25116,GNAI2,F2R,consensus
P04899,P21462,GNAI2,FPR1,consensus
P04899,P35372,GNAI2,OPRM1,consensus
P04899,Q03135,GNAI2,CAV1,consensus
P04899,P21731,GNAI2,TBXA2R,consensus
P04899,P25025,GNAI2,CXCR2,consensus
P04899,P16473,GNAI2,TSHR,consensus
P04899,P50052,GNAI2,AGTR2,consensus
P04899,P21554,GNAI2,CNR1,consensus
P35555,P05106,FBN1,ITGB3,consensus
P35555,P05556,FBN1,ITGB1,consensus
P49768,Q99466,PSEN1,NOTCH4,consensus
P21810,O00206,BGN,TLR4,consensus
Q96CG8,Q13467,CTHRC1,FZD5,consensus
Q96CG8,O60353,CTHRC1,FZD6,consensus
Q96CG8,Q9NPG1,CTHRC1,FZD3,consensus
P02679,P05556,FGG,ITGB1,consensus
P02679,O00206,FGG,TLR4,consensus
Q9NQC3,Q9NS68,RTN4,TNFRSF19,consensus
Q14050,P20916,COL9A3,MAG,consensus
P03973,Q9NRQ2,SLPI,PLSCR4,consensus
P09429,P18827,HMGB1,SDC1,consensus
P09429,P07204,HMGB1,THBD,consensus
P02751,P20916,FN1,MAG,consensus
P39060,O75487,COL18A1,GPC4,consensus
P20849,P20916,COL9A1,MAG,consensus
P09681,P27487,GIP,DPP4,consensus
P00451,P01130,F8,LDLR,consensus
Q9NRJ3,O00590,CCL28,ACKR2,consensus
P21980,P05556,TGM2,ITGB1,consensus
P21980,P05106,TGM2,ITGB3,consensus
P21980,P31431,TGM2,SDC4,consensus
P21980,Q9Y653,TGM2,ADGRG1,consensus
P26441,P08887,CNTF,IL6R,consensus
P61812,P17813,TGFB2,ENG,consensus
P04003,Q13873,C4BPA,BMPR2,consensus
P04003,P25942,C4BPA,CD40,consensus
P08603,P11215,CFH,ITGAM,consensus
P52797,P54762,EFNA3,EPHB1,consensus
P01138,Q9UPU3,NGF,SORCS3,consensus
P12107,Q08345,COL11A1,DDR1,consensus
P63092,P34998,GNAS,CRHR1,consensus
P02753,Q9BX79,RBP4,STRA6,consensus
P19835,P61073,CEL,CXCR4,consensus
P14780,P16070,MMP9,CD44,consensus
P14780,P29323,MMP9,EPHB2,consensus
Q14055,P20916,COL9A2,MAG,consensus
P05997,Q08345,COL5A2,DDR1,consensus
P04083,O75923,ANXA1,DYSF,consensus
O00468,P13637,AGRN,ATP1A3,consensus
P02458,P20916,COL2A1,MAG,consensus
Q96DA0,O60602,ZG16B,TLR5,consensus
Q96DA0,P61073,ZG16B,CXCR4,consensus
O15444,O00590,CCL25,ACKR2,consensus
Q2MV58,Q5HYA8,TCTN1,TMEM67,consensus
P0C0L4,Q9P296,C4A,C5AR2,consensus
P01112,P30556,HRAS,AGTR1,consensus
P30533,P01130,LRPAP1,LDLR,consensus
P07900,P13569,HSP90AA1,CFTR,consensus
P16035,P26006,TIMP2,ITGA3,consensus
Q8IZJ3,P47872,CPAMD8,SCTR,consensus
Q9NQC3,Q9BZR6,RTN4,RTN4R,consensus
P23515,Q9BZR6,OMG,RTN4R,consensus
Q06643,P19438,LTB,TNFRSF1A,consensus
P10082,Q12884,PYY,FAP,consensus
P01303,Q12884,NPY,FAP,consensus
P04070,Q9UNN8,PROC,PROCR,consensus
P00747,Q9HBL7,PLG,PLGRKT,consensus
Q99075,P27701,HBEGF,CD82,consensus
P04899,P41143,GNAI2,OPRD1,consensus
P01023,Q07954,A2M,LRP1,consensus
P07093,Q07954,SERPINE2,LRP1,consensus
P45452,Q07954,MMP13,LRP1,consensus
P14780,Q07954,MMP9,LRP1,consensus
P00749,Q07954,PLAU,LRP1,consensus
P30533,Q07954,LRPAP1,LRP1,consensus
P01024,Q07954,C3,LRP1,consensus
P02746,Q07954,C1QB,LRP1,consensus
P04003,Q07954,C4BPA,LRP1,consensus
P00451,Q07954,F8,LRP1,consensus
P06858,Q07954,LPL,LRP1,consensus
P11150,Q07954,LIPC,LRP1,consensus
P07602,Q07954,PSAP,LRP1,consensus
P42127,P41968,ASIP,MC3R,consensus
Q8IWL1,Q9NPY3,SFTPA2,CD93,consensus
P11226,Q9NPY3,MBL2,CD93,consensus
P02745,Q9NPY3,C1QA,CD93,consensus
Q15726,Q9Y5R2,KISS1,MMP24,consensus
P01889,P27824,HLA-B,CANX,consensus
P01127,P52961,PDGFB,ART1,consensus
Q16661,Q02846,GUCA2B,GUCY2D,consensus
P84077,P20309,ARF1,CHRM3,consensus
P01138,Q99523,NGF,SORT1,consensus
P30533,Q99523,LRPAP1,SORT1,consensus
P23560,Q99523,BDNF,SORT1,consensus
P49768,Q04721,PSEN1,NOTCH2,consensus
P04899,P49286,GNAI2,MTNR1B,consensus
P02751,P21589,FN1,NT5E,consensus
P21810,O60603,BGN,TLR2,consensus
Q96DA0,O60603,ZG16B,TLR2,consensus
P10153,O60603,RNASE2,TLR2,consensus
P30533,Q92673,LRPAP1,SORL1,consensus
P00450,Q9NP59,CP,SLC40A1,consensus
P22692,O75581,IGFBP4,LRP6,consensus
P00734,P08514,F2,ITGA2B,consensus
P02679,P08514,FGG,ITGA2B,consensus
P02671,P08514,FGA,ITGA2B,consensus
P02675,P08514,FGB,ITGA2B,consensus
Q14005,O15399,IL16,GRIN2D,consensus
P49768,Q9UM47,PSEN1,NOTCH3,consensus
P51654,P60033,GPC3,CD81,consensus
P05155,P16109,SERPING1,SELP,consensus
P25063,P16109,CD24,SELP,consensus
P00749,P98164,PLAU,LRP2,consensus
P30533,P98164,LRPAP1,LRP2,consensus
P02768,P98164,ALB,LRP2,consensus
P06858,P98164,LPL,LRP2,consensus
P80188,P98164,LCN2,LRP2,consensus
P35625,P35968,TIMP3,KDR,consensus
P39060,P35968,COL18A1,KDR,consensus
P39060,P35052,COL18A1,GPC1,consensus
Q9NQC3,P78357,RTN4,CNTNAP1,consensus
P00488,Q13797,F13A1,ITGA9,consensus
P51654,P08069,GPC3,IGF1R,consensus
P04899,P08069,GNAI2,IGF1R,consensus
P04899,P00533,GNAI2,EGFR,consensus
P07900,P00533,HSP90AA1,EGFR,consensus
P00995,P00533,SPINK1,EGFR,consensus
Q9NUP9,P28335,LIN7C,HTR2C,consensus
P00749,Q9Y5Y6,PLAU,ST14,consensus
P04899,P08913,GNAI2,ADRA2A,consensus
P21941,P56199,MATN1,ITGA1,consensus
O15496,Q13018,PLA2G10,PLA2R1,consensus
P02679,P08648,FGG,ITGA5,consensus
P02671,P08648,FGA,ITGA5,consensus
P02675,P08648,FGB,ITGA5,consensus
P35555,P08648,FBN1,ITGA5,consensus
P39060,P08648,COL18A1,ITGA5,consensus
P04899,P22888,GNAI2,LHCGR,consensus
P63092,P22888,GNAS,LHCGR,consensus
P07225,Q12866,PROS1,MERTK,consensus
P04899,P25024,GNAI2,CXCR1,consensus
Q14766,P18084,LTBP1,ITGB5,consensus
P03956,P17301,MMP1,ITGA2,consensus
Q6V0I7,Q96JQ0,FAT4,DCHS1,consensus
P42127,P32245,ASIP,MC4R,consensus
P0C0L4,Q16581,C4A,C3AR1,consensus
Q86UU9,P29371,TAC4,TACR3,consensus
Q86UU9,P25103,TAC4,TACR1,consensus
P30533,Q14114,LRPAP1,LRP8,consensus
P02765,P06213,AHSG,INSR,consensus
P00734,P14770,F2,GP9,consensus
P04899,Q9H244,GNAI2,P2RY12,consensus
P42127,P33032,ASIP,MC5R,consensus
P63092,P32241,GNAS,VIPR1,consensus
P06454,P32241,PTMA,VIPR1,consensus
Q9NQC3,Q86UN2,RTN4,RTN4RL1,consensus
P35354,Q9Y5Y4,PTGS2,PTGDR2,consensus
P42127,Q01718,ASIP,MC2R,consensus
P00742,P13726,F10,F3,consensus
P08709,P13726,F7,F3,consensus
P22003,Q6ZVN8,BMP5,HJV,consensus
P12643,Q6ZVN8,BMP2,HJV,consensus
P35354,Q03135,PTGS2,CAV1,consensus
P39900,Q03405,MMP12,PLAUR,consensus
P20908,O75056,COL5A1,SDC3,consensus
P00451,P07307,F8,ASGR2,consensus
P20800,P23276,EDN2,KEL,consensus
P05305,P23276,EDN1,KEL,consensus
P00749,P11717,PLAU,IGF2R,consensus
P0C0L4,P17927,C4A,CR1,consensus
P61769,P29016,B2M,CD1B,consensus
P07602,P29016,PSAP,CD1B,consensus
Q06643,P25942,LTB,CD40,consensus
P34130,Q00994,NTF4,BEX3,consensus
P21741,P31431,MDK,SDC4,consensus
P13501,P31431,CCL5,SDC4,consensus
P18075,P17813,BMP7,ENG,consensus
Q9UK05,P17813,GDF2,ENG,consensus
P12643,P17813,BMP2,ENG,consensus
Q96DA0,O00206,ZG16B,TLR4,consensus
Q9Y215,O15146,COLQ,MUSK,consensus
P55058,O95477,PLTP,ABCA1,consensus
Q9NQ76,P78562,MEPE,PHEX,consensus
P30533,P98155,LRPAP1,VLDLR,consensus
P08670,P16070,VIM,CD44,consensus
P43490,P06213,NAMPT,INSR,consensus
P06731,P01732,CEACAM5,CD8A,consensus
O14514,Q86UN2,ADGRB1,RTN4RL1,consensus
O14514,Q86UN3,ADGRB1,RTN4RL2,consensus
P04114,P06733,APOB,ENO1,consensus
P12643,Q6NW40,BMP2,RGMB,consensus
P12644,P0CG37,BMP4,CFC1,consensus
P12644,Q6NW40,BMP4,RGMB,consensus
P18075,Q6ZVN8,BMP7,HJV,consensus
P35613,P53985,BSG,SLC16A1,consensus
P35613,O60669,BSG,SLC16A7,consensus
P02745,P20138,C1QA,CD33,consensus
P02746,P20138,C1QB,CD33,consensus
P01024,O14786,C3,NRP1,consensus
P0C0L4,O14786,C4A,NRP1,consensus
Q8N126,Q9BY67,CADM3,CADM1,consensus
O95727,Q9BY67,CRTAM,CADM1,consensus
Q9BY67,O95727,CADM1,CRTAM,consensus
Q9NQS3,Q9BY67,NECTIN3,CADM1,consensus
O00622,P31431,CCN1,SDC4,consensus
P31358,Q96LC7,CD52,SIGLEC10,consensus
P32004,P21926,L1CAM,CD9,consensus
Q14011,Q9NP99,CIRBP,TREM1,consensus
P39060,Q13332,COL18A1,PTPRS,consensus
P25940,O75056,COL5A3,SDC3,consensus
Q96CG8,Q01974,CTHRC1,ROR2,consensus
Q9UBS4,Q2VWP7,DNAJB11,PRTG,consensus
P01588,Q8IUI8,EPO,CRLF3,consensus
P09529,P0CG37,INHBB,CFC1,consensus
P09529,P0CG36,INHBB,CFC1B,consensus
O95970,Q9P0K1,LGI1,ADAM22,consensus
Q8N0V4,Q9P0K1,LGI2,ADAM22,consensus
Q8N145,Q9P0K1,LGI3,ADAM22,consensus
Q8N145,O75955,LGI3,FLOT1,consensus
