source,target,source_genesymbol,target_genesymbol,resource
Q9NZW4,COMPLEX:P06756_P18564,DSPP,ITGAV_ITGB6,consensus
Q9UQP3,COMPLEX:P05106_P06756,TNN,ITGAV_ITGB3,consensus
Q9UQP3,COMPLEX:P05106_P08514,TNN,ITGA2B_ITGB3,consensus
Q9UQP3,COMPLEX:P05556_P53708,TNN,ITGA8_ITGB1,consensus
Q9UQP3,COMPLEX:P05556_Q13797,TNN,ITGA9_ITGB1,consensus
Q9UQP3,COMPLEX:P06756_P18564,TNN,ITGAV_ITGB6,consensus
Q9UQP3,P18827,TNN,SDC1,consensus
Q9Y6N6,COMPLEX:P05556_P17301,LAMC3,ITGA2_ITGB1,consensus
Q9Y6N6,COMPLEX:P05556_P23229,LAMC3,ITGA6_ITGB1,consensus
Q9Y6N6,COMPLEX:P05556_P26006,LAMC3,ITGA3_ITGB1,consensus
Q9Y6N6,COMPLEX:P05556_Q13683,LAMC3,ITGA7_ITGB1,consensus
Q9Y6N6,COMPLEX:P05556_Q13797,LAMC3,ITGA9_ITGB1,consensus
Q9Y6N6,COMPLEX:P06756_P26012,LAMC3,ITGAV_ITGB8,consensus
Q9Y6N6,COMPLEX:P16144_P23229,LAMC3,ITGA6_ITGB4,consensus
Q9Y6N6,P16070,LAMC3,CD44,consensus
Q9Y6N6,Q14118,LAMC3,DAG1,consensus
COMPLEX:O75462_Q9UBD9,COMPLEX:P26992_P40189,CLCF1_CRLF1,CNTFR_IL6ST,consensus
COMPLEX:P01374_Q06643,P36941,LTA_LTB,LTBR,consensus
COMPLEX:P01857_P0CG04,O75015,IGHG1_IGLC1,FCGR3B,consensus
COMPLEX:P01857_P0CG04,P31994,IGHG1_IGLC1,FCGR2B,consensus
COMPLEX:P05111_P08476,P27037,INHA_INHBA,ACVR2A,consensus
COMPLEX:P05111_P09529,Q13705,INHA_INHBB,ACVR2B,consensus
COMPLEX:P08476_P09529,COMPLEX:P27037_P36896,INHBA_INHBB,ACVR1B_ACVR2A,consensus
COMPLEX:P08476_P09529,COMPLEX:P27037_Q04771,INHBA_INHBB,ACVR1_ACVR2A,consensus
COMPLEX:P08476_P09529,COMPLEX:P27037_Q8NER5,INHBA_INHBB,ACVR1C_ACVR2A,consensus
COMPLEX:P08476_P09529,COMPLEX:P36896_Q13705,INHBA_INHBB,ACVR1B_ACVR2B,consensus
COMPLEX:P08476_P09529,COMPLEX:Q04771_Q13705,INHBA_INHBB,ACVR1_ACVR2B,consensus
COMPLEX:P08476_P09529,COMPLEX:Q13705_Q8NER5,INHBA_INHBB,ACVR1C_ACVR2B,consensus
COMPLEX:P09603_Q6ZMJ4,P07333,CSF1_IL34,CSF1R,consensus
COMPLEX:P29459_P29460,COMPLEX:P42701_Q99665,IL12A_IL12B,IL12RB1_IL12RB2,consensus
COMPLEX:P29459_Q14213,COMPLEX:P40189_Q99665,EBI3_IL12A,IL12RB2_IL6ST,consensus
COMPLEX:P29459_Q8NEV9,COMPLEX:Q6UWB1_Q99665,IL12A_IL27,IL12RB2_IL27RA,consensus
COMPLEX:P29460_Q9NPF7,COMPLEX:P42701_Q5VWK5,IL12B_IL23A,IL12RB1_IL23R,consensus
COMPLEX:Q14213_Q8NEV9,COMPLEX:P40189_Q6UWB1,EBI3_IL27,IL27RA_IL6ST,consensus
COMPLEX:Q16552_Q96PD4,COMPLEX:Q8NAC3_Q96F46,IL17A_IL17F,IL17RA_IL17RC,consensus
K9M1U5,Q08334,IFNL4,IL10RB,consensus
K9M1U5,Q8IU57,IFNL4,IFNLR1,consensus
O00175,P41597,CCL24,CCR2,consensus
O00175,P51677,CCL24,CCR3,consensus
O00230,P08913,CORT,ADRA2A,consensus
O00230,P30872,CORT,SSTR1,consensus
O00230,P30874,CORT,SSTR2,consensus
O00230,P31391,CORT,SSTR4,consensus
O00230,P32745,CORT,SSTR3,consensus
O00230,P35346,CORT,SSTR5,consensus
O00230,P48039,CORT,MTNR1A,consensus
O00230,Q14831,CORT,GRM7,consensus
O00230,Q92847,CORT,GHSR,consensus
O00230,Q96LB1,CORT,MRGPRX2,consensus
O00253,O75056,AGRP,SDC3,consensus
O00253,P32245,AGRP,MC4R,consensus
O00253,P33032,AGRP,MC5R,consensus
O00253,P41968,AGRP,MC3R,consensus
O00292,P27037,LEFTY2,ACVR2A,consensus
O00292,P36896,LEFTY2,ACVR1B,consensus
O00292,Q13705,LEFTY2,ACVR2B,consensus
O00585,P08913,CCL21,ADRA2A,consensus
O00585,P32248,CCL21,CCR7,consensus
O00585,P46092,CCL21,CCR10,consensus
O00585,P48039,CCL21,MTNR1A,consensus
O00585,P49682,CCL21,CXCR3,consensus
O00585,Q14831,CCL21,GRM7,consensus
O00585,Q9NPB9,CCL21,ACKR4,consensus
O00622,O00206,CCN1,TLR4,consensus
O00622,O60603,CCN1,TLR2,consensus
O00622,P05106,CCN1,ITGB3,consensus
O00622,P05107,CCN1,ITGB2,consensus
O00622,P06756,CCN1,ITGAV,consensus
O00622,P08648,CCN1,ITGA5,consensus
O00622,P11215,CCN1,ITGAM,consensus
O00622,P18084,CCN1,ITGB5,consensus
O00626,P51679,CCL22,CCR4,consensus
O00634,Q4KMG0,NTN3,CDON,consensus
O00634,Q92859,NTN3,NEO1,consensus
O00744,COMPLEX:O00144_O75197,WNT10B,FZD9_LRP5,consensus
O00744,COMPLEX:O00144_O75581,WNT10B,FZD9_LRP6,consensus
O00744,COMPLEX:O60353_O75197,WNT10B,FZD6_LRP5,consensus
O00744,COMPLEX:O60353_O75581,WNT10B,FZD6_LRP6,consensus
O00744,COMPLEX:O75084_O75197,WNT10B,FZD7_LRP5,consensus
O00744,COMPLEX:O75084_O75581,WNT10B,FZD7_LRP6,consensus
O00744,COMPLEX:O75197_Q13467,WNT10B,FZD5_LRP5,consensus
O00744,COMPLEX:O75197_Q14332,WNT10B,FZD2_LRP5,consensus
O00744,COMPLEX:O75197_Q9H461,WNT10B,FZD8_LRP5,consensus
O00744,COMPLEX:O75197_Q9NPG1,WNT10B,FZD3_LRP5,consensus
O00744,COMPLEX:O75197_Q9ULV1,WNT10B,FZD4_LRP5,consensus
O00744,COMPLEX:O75197_Q9ULW2,WNT10B,FZD10_LRP5,consensus
O00744,COMPLEX:O75197_Q9UP38,WNT10B,FZD1_LRP5,consensus
O00744,COMPLEX:O75581_Q13467,WNT10B,FZD5_LRP6,consensus
O00744,COMPLEX:O75581_Q14332,WNT10B,FZD2_LRP6,consensus
O00744,COMPLEX:O75581_Q9H461,WNT10B,FZD8_LRP6,consensus
O00744,COMPLEX:O75581_Q9NPG1,WNT10B,FZD3_LRP6,consensus
O00744,COMPLEX:O75581_Q9ULV1,WNT10B,FZD4_LRP6,consensus
O00744,COMPLEX:O75581_Q9ULW2,WNT10B,FZD10_LRP6,consensus
O00744,COMPLEX:O75581_Q9UP38,WNT10B,FZD1_LRP6,consensus
O00755,COMPLEX:O00144_O75197,WNT7A,FZD9_LRP5,consensus
O00755,COMPLEX:O00144_O75581,WNT7A,FZD9_LRP6,consensus
O00755,COMPLEX:O60353_O75197,WNT7A,FZD6_LRP5,consensus
O00755,COMPLEX:O60353_O75581,WNT7A,FZD6_LRP6,consensus
O00755,COMPLEX:O75084_O75197,WNT7A,FZD7_LRP5,consensus
O00755,COMPLEX:O75084_O75581,WNT7A,FZD7_LRP6,consensus
O00755,COMPLEX:O75197_Q13467,WNT7A,FZD5_LRP5,consensus
O00755,COMPLEX:O75197_Q14332,WNT7A,FZD2_LRP5,consensus
O00755,COMPLEX:O75197_Q9H461,WNT7A,FZD8_LRP5,consensus
O00755,COMPLEX:O75197_Q9NPG1,WNT7A,FZD3_LRP5,consensus
O00755,COMPLEX:O75197_Q9ULV1,WNT7A,FZD4_LRP5,consensus
O00755,COMPLEX:O75197_Q9ULW2,WNT7A,FZD10_LRP5,consensus
O00755,COMPLEX:O75197_Q9UP38,WNT7A,FZD1_LRP5,consensus
O00755,COMPLEX:O75581_Q13467,WNT7A,FZD5_LRP6,consensus
O00755,COMPLEX:O75581_Q14332,WNT7A,FZD2_LRP6,consensus
O00755,COMPLEX:O75581_Q9H461,WNT7A,FZD8_LRP6,consensus
O00755,COMPLEX:O75581_Q9NPG1,WNT7A,FZD3_LRP6,consensus
O00755,COMPLEX:O75581_Q9ULV1,WNT7A,FZD4_LRP6,consensus
O00755,COMPLEX:O75581_Q9ULW2,WNT7A,FZD10_LRP6,consensus
O00755,COMPLEX:O75581_Q9UP38,WNT7A,FZD1_LRP6,consensus
O00755,O95980,WNT7A,RECK,consensus
O00755,P01130,WNT7A,LDLR,consensus
O14625,P08913,CXCL11,ADRA2A,consensus
O14625,P25106,CXCL11,ACKR3,consensus
O14625,P48039,CXCL11,MTNR1A,consensus
O14625,P49682,CXCL11,CXCR3,consensus
O14625,P51677,CXCL11,CCR3,consensus
O14625,P51681,CXCL11,CCR5,consensus
O14625,Q14831,CXCL11,GRM7,consensus
O14625,Q16570,CXCL11,ACKR1,consensus
O14793,COMPLEX:P27037_P36896,MSTN,ACVR1B_ACVR2A,consensus
O14793,COMPLEX:P27037_P36897,MSTN,ACVR2A_TGFBR1,consensus
O14793,COMPLEX:P36896_Q13705,MSTN,ACVR1B_ACVR2B,consensus
O14793,COMPLEX:P36897_Q13705,MSTN,ACVR2B_TGFBR1,consensus
O14904,COMPLEX:O00144_O75197,WNT9A,FZD9_LRP5,consensus
O14904,COMPLEX:O00144_O75581,WNT9A,FZD9_LRP6,consensus
O14904,COMPLEX:O60353_O75197,WNT9A,FZD6_LRP5,consensus
O14904,COMPLEX:O60353_O75581,WNT9A,FZD6_LRP6,consensus
O14904,COMPLEX:O75084_O75197,WNT9A,FZD7_LRP5,consensus
O14904,COMPLEX:O75084_O75581,WNT9A,FZD7_LRP6,consensus
O14904,COMPLEX:O75197_Q13467,WNT9A,FZD5_LRP5,consensus
O14904,COMPLEX:O75197_Q14332,WNT9A,FZD2_LRP5,consensus
O14904,COMPLEX:O75197_Q9H461,WNT9A,FZD8_LRP5,consensus
O14904,COMPLEX:O75197_Q9NPG1,WNT9A,FZD3_LRP5,consensus
O14904,COMPLEX:O75197_Q9ULV1,WNT9A,FZD4_LRP5,consensus
O14904,COMPLEX:O75197_Q9ULW2,WNT9A,FZD10_LRP5,consensus
O14904,COMPLEX:O75197_Q9UP38,WNT9A,FZD1_LRP5,consensus
O14904,COMPLEX:O75581_Q13467,WNT9A,FZD5_LRP6,consensus
O14904,COMPLEX:O75581_Q14332,WNT9A,FZD2_LRP6,consensus
O14904,COMPLEX:O75581_Q9H461,WNT9A,FZD8_LRP6,consensus
O14904,COMPLEX:O75581_Q9NPG1,WNT9A,FZD3_LRP6,consensus
O14904,COMPLEX:O75581_Q9ULV1,WNT9A,FZD4_LRP6,consensus
O14904,COMPLEX:O75581_Q9ULW2,WNT9A,FZD10_LRP6,consensus
O14904,COMPLEX:O75581_Q9UP38,WNT9A,FZD1_LRP6,consensus
O14905,COMPLEX:O00144_O75197,WNT9B,FZD9_LRP5,consensus
O14905,COMPLEX:O00144_O75581,WNT9B,FZD9_LRP6,consensus
O14905,COMPLEX:O60353_O75197,WNT9B,FZD6_LRP5,consensus
O14905,COMPLEX:O60353_O75581,WNT9B,FZD6_LRP6,consensus
O14905,COMPLEX:O75084_O75197,WNT9B,FZD7_LRP5,consensus
O14905,COMPLEX:O75084_O75581,WNT9B,FZD7_LRP6,consensus
O14905,COMPLEX:O75197_Q13467,WNT9B,FZD5_LRP5,consensus
O14905,COMPLEX:O75197_Q14332,WNT9B,FZD2_LRP5,consensus
O14905,COMPLEX:O75197_Q9H461,WNT9B,FZD8_LRP5,consensus
O14905,COMPLEX:O75197_Q9NPG1,WNT9B,FZD3_LRP5,consensus
O14905,COMPLEX:O75197_Q9ULV1,WNT9B,FZD4_LRP5,consensus
O14905,COMPLEX:O75197_Q9ULW2,WNT9B,FZD10_LRP5,consensus
O14905,COMPLEX:O75197_Q9UP38,WNT9B,FZD1_LRP5,consensus
O14905,COMPLEX:O75581_Q13467,WNT9B,FZD5_LRP6,consensus
O14905,COMPLEX:O75581_Q14332,WNT9B,FZD2_LRP6,consensus
O14905,COMPLEX:O75581_Q9H461,WNT9B,FZD8_LRP6,consensus
O14905,COMPLEX:O75581_Q9NPG1,WNT9B,FZD3_LRP6,consensus
O14905,COMPLEX:O75581_Q9ULV1,WNT9B,FZD4_LRP6,consensus
O14905,COMPLEX:O75581_Q9ULW2,WNT9B,FZD10_LRP6,consensus
O14905,COMPLEX:O75581_Q9UP38,WNT9B,FZD1_LRP6,consensus
O15041,O14786,SEMA3E,NRP1,consensus
O15041,Q9Y4D7,SEMA3E,PLXND1,consensus
O15123,COMPLEX:P05556_P08648,ANGPT2,ITGA5_ITGB1,consensus
O15123,P35590,ANGPT2,TIE1,consensus
O15123,Q02763,ANGPT2,TEK,consensus
O15130,Q9GZQ6,NPFF,NPFFR1,consensus
O15130,Q9Y5X5,NPFF,NPFFR2,consensus
O15240,P04629,VGF,NTRK1,consensus
O15263,O00206,DEFB4B,TLR4,consensus
O15263,P51684,DEFB4B,CCR6,consensus
O15444,P08913,CCL25,ADRA2A,consensus
O15444,P46092,CCL25,CCR10,consensus
O15444,P48039,CCL25,MTNR1A,consensus
O15444,P51686,CCL25,CCR9,consensus
O15444,Q14831,CCL25,GRM7,consensus
O15444,Q9NPB9,CCL25,ACKR4,consensus
O15467,P08913,CCL16,ADRA2A,consensus
O15467,P32246,CCL16,CCR1,consensus
O15467,P41597,CCL16,CCR2,consensus
O15467,P48039,CCL16,MTNR1A,consensus
O15467,P51681,CCL16,CCR5,consensus
O15467,P51685,CCL16,CCR8,consensus
O15467,Q14831,CCL16,GRM7,consensus
O15467,Q16570,CCL16,ACKR1,consensus
O15467,Q9H3N8,CCL16,HRH4,consensus
O15520,P11362,FGF10,FGFR1,consensus
O15520,P21802,FGF10,FGFR2,consensus
O15520,Q8N441,FGF10,FGFRL1,consensus
O43320,P11362,FGF16,FGFR1,consensus
O43320,P21802,FGF16,FGFR2,consensus
O43320,P22455,FGF16,FGFR4,consensus
O43320,P22607,FGF16,FGFR3,consensus
O43323,COMPLEX:Q13635_Q99835,DHH,PTCH1_SMO,consensus
O43323,COMPLEX:Q99835_Q9Y6C5,DHH,PTCH2_SMO,consensus
O43323,Q4KMG0,DHH,CDON,consensus
O43323,Q9BWV1,DHH,BOC,consensus
O43612,O43613,HCRT,HCRTR1,consensus
O43612,O43614,HCRT,HCRTR2,consensus
O43612,Q9Y5X5,HCRT,NPFFR2,consensus
O43827,O75022,ANGPTL7,LILRB3,consensus
O43854,P05106,EDIL3,ITGB3,consensus
O43854,P06756,EDIL3,ITGAV,consensus
O43854,P18084,EDIL3,ITGB5,consensus
O43866,P06127,CD5L,CD5,consensus
O43915,COMPLEX:P35916_P35968,VEGFD,FLT4_KDR,consensus
O43915,O60462,VEGFD,NRP2,consensus
O43915,P05556,VEGFD,ITGB1,consensus
O43915,P08648,VEGFD,ITGA5,consensus
O43915,P13612,VEGFD,ITGA4,consensus
O43915,P17301,VEGFD,ITGA2,consensus
O43915,P17948,VEGFD,FLT1,consensus
O43915,P56199,VEGFD,ITGA1,consensus
O43915,Q13797,VEGFD,ITGA9,consensus
O43927,P08913,CXCL13,ADRA2A,consensus
O43927,P32302,CXCL13,CXCR5,consensus
O43927,P46092,CXCL13,CCR10,consensus
O43927,P48039,CXCL13,MTNR1A,consensus
O43927,P49682,CXCL13,CXCR3,consensus
O43927,Q14831,CXCL13,GRM7,consensus
O43927,Q16570,CXCL13,ACKR1,consensus
O43927,Q9NPB9,CXCL13,ACKR4,consensus
O60258,P11362,FGF17,FGFR1,consensus
O60258,P21802,FGF17,FGFR2,consensus
O60258,P22455,FGF17,FGFR4,consensus
O60258,P22607,FGF17,FGFR3,consensus
O60383,COMPLEX:P36896_Q13873,GDF9,ACVR1B_BMPR2,consensus
O60383,COMPLEX:P36897_Q13873,GDF9,BMPR2_TGFBR1,consensus
O60383,O00238,GDF9,BMPR1B,consensus
O60383,P27037,GDF9,ACVR2A,consensus
O60383,P36894,GDF9,BMPR1A,consensus
O60542,COMPLEX:P07949_Q9GZZ7,PSPN,GFRA4_RET,consensus
O60542,O00451,PSPN,GFRA2,consensus
O60542,O75056,PSPN,SDC3,consensus
O60542,P56159,PSPN,GFRA1,consensus
O60565,P35968,GREM1,KDR,consensus
O75093,P18827,SLIT1,SDC1,consensus
O75093,P35052,SLIT1,GPC1,consensus
O75093,Q9HCK4,SLIT1,ROBO2,consensus
O75093,Q9NZU0,SLIT1,FLRT3,consensus
O75093,Q9Y6N7,SLIT1,ROBO1,consensus
O75094,Q8WZ75,SLIT3,ROBO4,consensus
O75094,Q9HCK4,SLIT3,ROBO2,consensus
O75094,Q9Y6N7,SLIT3,ROBO1,consensus
O75594,Q9NP99,PGLYRP1,TREM1,consensus
O75610,P27037,LEFTY1,ACVR2A,consensus
O75610,P36896,LEFTY1,ACVR1B,consensus
O75610,Q13705,LEFTY1,ACVR2B,consensus
O76093,P11362,FGF18,FGFR1,consensus
O76093,P21802,FGF18,FGFR2,consensus
O76093,P22455,FGF18,FGFR4,consensus
O76093,P22607,FGF18,FGFR3,consensus
O94813,P05067,SLIT2,APP,consensus
O94813,P18827,SLIT2,SDC1,consensus
O94813,P35052,SLIT2,GPC1,consensus
O94813,P43146,SLIT2,DCC,consensus
O94813,Q8WZ75,SLIT2,ROBO4,consensus
O94813,Q9HCK4,SLIT2,ROBO2,consensus
O94813,Q9Y6N7,SLIT2,ROBO1,consensus
O94898,P00533,LRIG2,EGFR,consensus
O94907,O75096,DKK1,LRP4,consensus
O94907,O75197,DKK1,LRP5,consensus
O94907,O75581,DKK1,LRP6,consensus
O94907,Q8NCW0,DKK1,KREMEN2,consensus
O94907,Q96MU8,DKK1,KREMEN1,consensus
O95025,COMPLEX:O14786_O75051,SEMA3D,NRP1_PLXNA2,consensus
O95025,COMPLEX:O14786_P51805,SEMA3D,NRP1_PLXNA3,consensus
O95025,COMPLEX:O14786_Q9HCM2,SEMA3D,NRP1_PLXNA4,consensus
O95025,COMPLEX:O14786_Q9UIW2,SEMA3D,NRP1_PLXNA1,consensus
O95025,COMPLEX:O60462_O75051,SEMA3D,NRP2_PLXNA2,consensus
O95025,COMPLEX:O60462_P51805,SEMA3D,NRP2_PLXNA3,consensus
O95025,COMPLEX:O60462_Q9HCM2,SEMA3D,NRP2_PLXNA4,consensus
O95025,COMPLEX:O60462_Q9UIW2,SEMA3D,NRP2_PLXNA1,consensus
O95025,Q9Y4D7,SEMA3D,PLXND1,consensus
O95156,P58400,NXPH2,NRXN1,consensus
O95157,P58400,NXPH3,NRXN1,consensus
O95157,Q9HDB5,NXPH3,NRXN3,consensus
O95157,Q9P2S2,NXPH3,NRXN2,consensus
O95388,P05556,CCN4,ITGB1,consensus
O95388,P08648,CCN4,ITGA5,consensus
O95390,COMPLEX:P27037_P36896,GDF11,ACVR1B_ACVR2A,consensus
O95390,COMPLEX:P27037_P36897,GDF11,ACVR2A_TGFBR1,consensus
O95390,COMPLEX:P36896_Q13705,GDF11,ACVR1B_ACVR2B,consensus
O95390,COMPLEX:P36897_Q13705,GDF11,ACVR2B_TGFBR1,consensus
O95390,O00238,GDF11,BMPR1B,consensus
O95390,P36894,GDF11,BMPR1A,consensus
O95390,Q13873,GDF11,BMPR2,consensus
O95390,Q9H6X2,GDF11,ANTXR1,consensus
O95393,COMPLEX:P27037_P37023,BMP10,ACVR2A_ACVRL1,consensus
O95393,COMPLEX:P37023_Q13705,BMP10,ACVR2B_ACVRL1,consensus
O95393,COMPLEX:P37023_Q13873,BMP10,ACVRL1_BMPR2,consensus
O95393,O00238,BMP10,BMPR1B,consensus
O95393,O15552,BMP10,FFAR2,consensus
O95393,P36894,BMP10,BMPR1A,consensus
O95393,P43628,BMP10,KIR2DL3,consensus
O95393,P43629,BMP10,KIR3DL1,consensus
O95393,Q14943,BMP10,KIR3DS1,consensus
O95393,Q8TDT2,BMP10,GPR152,consensus
O95393,Q9H7M9,BMP10,VSIR,consensus
O95399,Q9UKP6,UTS2,UTS2R,consensus
O95631,O95185,NTN1,UNC5C,consensus
O95631,P29275,NTN1,ADORA2B,consensus
O95631,P43121,NTN1,MCAM,consensus
O95631,P43146,NTN1,DCC,consensus
O95631,Q6UXZ4,NTN1,UNC5D,consensus
O95631,Q6ZN44,NTN1,UNC5A,consensus
O95631,Q8IZJ1,NTN1,UNC5B,consensus
O95631,Q92859,NTN1,NEO1,consensus
O95715,P61073,CXCL14,CXCR4,consensus
O95750,P11362,FGF19,FGFR1,consensus
O95750,P21802,FGF19,FGFR2,consensus
O95750,P22455,FGF19,FGFR4,consensus
O95750,P22607,FGF19,FGFR3,consensus
O95750,Q86Z14,FGF19,KLB,consensus
O95760,COMPLEX:Q01638_Q9NPH3,IL33,IL1RAP_IL1RL1,consensus
O95813,Q9UBG0,CER1,MRC2,consensus
O95841,O75022,ANGPTL1,LILRB3,consensus
O95841,Q02763,ANGPTL1,TEK,consensus
O95897,Q9HCK4,OLFM2,ROBO2,consensus
O95970,O75077,LGI1,ADAM23,consensus
O95970,Q9BZR6,LGI1,RTN4R,consensus
O95972,COMPLEX:O00238_Q13873,BMP15,BMPR1B_BMPR2,consensus
O95972,P27037,BMP15,ACVR2A,consensus
O95972,P36894,BMP15,BMPR1A,consensus
O96014,O00144,WNT11,FZD9,consensus
O96014,O15146,WNT11,MUSK,consensus
O96014,O60353,WNT11,FZD6,consensus
O96014,O75084,WNT11,FZD7,consensus
O96014,Q13467,WNT11,FZD5,consensus
O96014,Q14332,WNT11,FZD2,consensus
O96014,Q9H461,WNT11,FZD8,consensus
O96014,Q9NPG1,WNT11,FZD3,consensus
O96014,Q9ULV1,WNT11,FZD4,consensus
O96014,Q9ULW2,WNT11,FZD10,consensus
P00738,O00206,HP,TLR4,consensus
P00738,P05107,HP,ITGB2,consensus
P00738,P07306,HP,ASGR1,consensus
P00738,P07307,HP,ASGR2,consensus
P00738,P11215,HP,ITGAM,consensus
P00738,P20273,HP,CD22,consensus
P00738,Q86VB7,HP,CD163,consensus
P00747,O00254,PLG,F2RL2,consensus
P00747,P05107,PLG,ITGB2,consensus
P00747,P05556,PLG,ITGB1,consensus
P00747,P11215,PLG,ITGAM,consensus
P00747,P11717,PLG,IGF2R,consensus
P00747,P13726,PLG,F3,consensus
P00747,P17948,PLG,FLT1,consensus
P00747,P25116,PLG,F2R,consensus
P00747,P55085,PLG,F2RL1,consensus
P00747,Q03405,PLG,PLAUR,consensus
P00747,Q13797,PLG,ITGA9,consensus
P00747,Q8TEW0,PLG,PARD3,consensus
P00747,Q96RI0,PLG,F2RL3,consensus
P01019,P04201,AGT,MAS1,consensus
P01019,P08913,AGT,ADRA2A,consensus
P01019,P30556,AGT,AGTR1,consensus
P01019,P48039,AGT,MTNR1A,consensus
P01019,P50052,AGT,AGTR2,consensus
P01019,P98164,AGT,LRP2,consensus
P01019,Q14831,AGT,GRM7,consensus
P01042,P05107,KNG1,ITGB2,consensus
P01042,P07359,KNG1,GP1BA,consensus
P01042,P08913,KNG1,ADRA2A,consensus
P01042,P11215,KNG1,ITGAM,consensus
P01042,P30411,KNG1,BDKRB2,consensus
P01042,P34741,KNG1,SDC2,consensus
P01042,P46663,KNG1,BDKRB1,consensus
P01042,P48039,KNG1,MTNR1A,consensus
P01042,Q03405,KNG1,PLAUR,consensus
P01042,Q14831,KNG1,GRM7,consensus
P01042,Q8IZ08,KNG1,GPR135,consensus
P01042,Q8TDU9,KNG1,RXFP4,consensus
P01042,Q9NPY3,KNG1,CD93,consensus
P01127,COMPLEX:P09619_P16234,PDGFB,PDGFRA_PDGFRB,consensus
P01127,P06756,PDGFB,ITGAV,consensus
P01127,P21453,PDGFB,S1PR1,consensus
P01127,Q07954,PDGFB,LRP1,consensus
P01127,Q8WXG9,PDGFB,ADGRV1,consensus
P01133,COMPLEX:P00533_P04626,EGF,EGFR_ERBB2,consensus
P01133,O14786,EGF,NRP1,consensus
P01133,P01130,EGF,LDLR,consensus
P01133,P07550,EGF,ADRB2,consensus
P01133,P21860,EGF,ERBB3,consensus
P01133,P23945,EGF,FSHR,consensus
P01133,P30530,EGF,AXL,consensus
P01133,P98164,EGF,LRP2,consensus
P01133,Q15303,EGF,ERBB4,consensus
P01137,COMPLEX:P06756_P18564,TGFB1,ITGAV_ITGB6,consensus
P01137,COMPLEX:P36896_P37173,TGFB1,ACVR1B_TGFBR2,consensus
P01137,COMPLEX:P36897_P37173,TGFB1,TGFBR1_TGFBR2,consensus
P01137,COMPLEX:P36897_P37173_Q04771,TGFB1,ACVR1_TGFBR1_TGFBR2,consensus
P01137,COMPLEX:P37173_Q04771,TGFB1,ACVR1_TGFBR2,consensus
P01137,COMPLEX:P37173_Q8NER5,TGFB1,ACVR1C_TGFBR2,consensus
P01137,P00533,TGFB1,EGFR,consensus
P01137,P05106,TGFB1,ITGB3,consensus
P01137,P05556,TGFB1,ITGB1,consensus
P01137,P18084,TGFB1,ITGB5,consensus
P01137,P26012,TGFB1,ITGB8,consensus
P01137,P34741,TGFB1,SDC2,consensus
P01137,P37023,TGFB1,ACVRL1,consensus
P01137,P61073,TGFB1,CXCR4,consensus
P01137,Q03167,TGFB1,TGFBR3,consensus
P01137,Q6EMK4,TGFB1,VASN,consensus
P01138,P04629,NGF,NTRK1,consensus
P01138,P08138,NGF,NGFR,consensus
P01138,Q96PQ0,NGF,SORCS2,consensus
P01160,P16066,NPPA,NPR1,consensus
P01160,P17342,NPPA,NPR3,consensus
P01160,P20594,NPPA,NPR2,consensus
P01178,P30518,OXT,AVPR2,consensus
P01178,P30559,OXT,OXTR,consensus
P01178,P37288,OXT,AVPR1A,consensus
P01178,P47901,OXT,AVPR1B,consensus
P01185,O60895,AVP,RAMP2,consensus
P01185,O60896,AVP,RAMP3,consensus
P01185,P01130,AVP,LDLR,consensus
P01185,P07550,AVP,ADRB2,consensus
P01185,P13945,AVP,ADRB3,consensus
P01185,P16473,AVP,TSHR,consensus
P01185,P30518,AVP,AVPR2,consensus
P01185,P30559,AVP,OXTR,consensus
P01185,P32241,AVP,VIPR1,consensus
P01185,P37288,AVP,AVPR1A,consensus
P01185,P41586,AVP,ADCYAP1R1,consensus
P01185,P47901,AVP,AVPR1B,consensus
P01185,P98164,AVP,LRP2,consensus
P01185,Q03431,AVP,PTH1R,consensus
P01185,Q99678,AVP,GPR20,consensus
P01185,Q9NQS5,AVP,GPR84,consensus
P01189,O60895,POMC,RAMP2,consensus
P01189,O60896,POMC,RAMP3,consensus
P01189,P07550,POMC,ADRB2,consensus
P01189,P08913,POMC,ADRA2A,consensus
P01189,P13945,POMC,ADRB3,consensus
P01189,P16473,POMC,TSHR,consensus
P01189,P32241,POMC,VIPR1,consensus
P01189,P32245,POMC,MC4R,consensus
P01189,P33032,POMC,MC5R,consensus
P01189,P35372,POMC,OPRM1,consensus
P01189,P41145,POMC,OPRK1,consensus
P01189,P41146,POMC,OPRL1,consensus
P01189,P41586,POMC,ADCYAP1R1,consensus
P01189,P41968,POMC,MC3R,consensus
P01189,P48039,POMC,MTNR1A,consensus
P01189,Q01718,POMC,MC2R,consensus
P01189,Q01726,POMC,MC1R,consensus
P01189,Q03431,POMC,PTH1R,consensus
P01189,Q14831,POMC,GRM7,consensus
P01189,Q99678,POMC,GPR20,consensus
P01189,Q9NQS5,POMC,GPR84,consensus
P01210,P08913,PENK,ADRA2A,consensus
P01210,P35372,PENK,OPRM1,consensus
P01210,P41145,PENK,OPRK1,consensus
P01210,P41146,PENK,OPRL1,consensus
P01210,P48039,PENK,MTNR1A,consensus
P01210,Q14831,PENK,GRM7,consensus
P01210,Q96LB2,PENK,MRGPRX1,consensus
P01210,Q9NZT2,PENK,OGFR,consensus
