lr_pair	ligand_gene_symbol	receptor_gene_symbol	ligand_gene_id	receptor_gene_id	ligand_ensembl_protein_id	receptor_ensembl_protein_id	ligand_ensembl_gene_id	receptor_ensembl_gene_id	evidence
TSHB_RAMP2	TSHB	RAMP2	7252	10266	ENSP00000256592	ENSP00000253796	ENSG00000134200	ENSG00000131477	32196115
PTH2_RAMP2	PTH2	RAMP2	113091	10266	ENSP00000270631	ENSP00000253796	ENSG00000142538	ENSG00000131477	32196115
AVP_RAMP2	AVP	RAMP2	551	10266	ENSP00000369647	ENSP00000253796	ENSG00000101200	ENSG00000131477	32196115
VIP_RAMP2	VIP	RAMP2	7432	10266	ENSP00000356213	ENSP00000253796	ENSG00000146469	ENSG00000131477	23745705
PTH_RAMP2	PTH	RAMP2	5741	10266	ENSP00000282091	ENSP00000253796	ENSG00000152266	ENSG00000131477	32196115
ADM2_RAMP2	ADM2	RAMP2	79924	10266	ENSP00000379087	ENSP00000253796	ENSG00000128165	ENSG00000131477	32196115
PTHLH_RAMP2	PTHLH	RAMP2	5744	10266	ENSP00000441765	ENSP00000253796	ENSG00000087494	ENSG00000131477	32196115
NPS_RAMP2	NPS	RAMP2	594857	10266	ENSP00000381105	ENSP00000253796	ENSG00000214285	ENSG00000131477	32196115
FSHB_RAMP2	FSHB	RAMP2	2488	10266	ENSP00000416606	ENSP00000253796	ENSG00000131808	ENSG00000131477	32196115
POMC_RAMP2	POMC	RAMP2	5443	10266	ENSP00000384092	ENSP00000253796	ENSG00000115138	ENSG00000131477	32196115
RLN2_RAMP2	RLN2	RAMP2	6019	10266	ENSP00000371040	ENSP00000253796	ENSG00000107014	ENSG00000131477	32196115
CALCB_RAMP2	CALCB	RAMP2	797	10266	ENSP00000433490	ENSP00000253796	ENSG00000175868	ENSG00000131477	26423127
RLN3_RAMP2	RLN3	RAMP2	117579	10266	ENSP00000397415	ENSP00000253796	ENSG00000171136	ENSG00000131477	32196115
GIP_RAMP2	GIP	RAMP2	2695	10266	ENSP00000350005	ENSP00000253796	ENSG00000159224	ENSG00000131477	32196115
CRH_RAMP2	CRH	RAMP2	1392	10266	ENSP00000276571	ENSP00000253796	ENSG00000147571	ENSG00000131477	32196115
INSL3_RAMP2	INSL3	RAMP2	3640	10266	ENSP00000369017	ENSP00000253796	ENSG00000248099	ENSG00000131477	32196115
CALCA_RAMP1	CALCA	RAMP1	796	10267	ENSP00000331746	ENSP00000254661	ENSG00000110680	ENSG00000132329	9620797
ADM_RAMP1	ADM	RAMP1	133	10267	ENSP00000436607	ENSP00000254661	ENSG00000148926	ENSG00000132329	15361343
VIP_RAMP1	VIP	RAMP1	7432	10267	ENSP00000356213	ENSP00000254661	ENSG00000146469	ENSG00000132329	15361343
ADM2_RAMP1	ADM2	RAMP1	79924	10267	ENSP00000379087	ENSP00000254661	ENSG00000128165	ENSG00000132329	12684503
CALCB_RAMP1	CALCB	RAMP1	797	10267	ENSP00000433490	ENSP00000254661	ENSG00000175868	ENSG00000132329	12529937
GUCA2B_GUCY2D	GUCA2B	GUCY2D	2981	3000	ENSP00000361662	ENSP00000254854	ENSG00000044012	ENSG00000132518	9698373
CLEC3A_CLEC10A	CLEC3A	CLEC10A	10143	10462	ENSP00000299642	ENSP00000254868	ENSG00000166509	ENSG00000132514	32196115
SST_SSTR4	SST	SSTR4	6750	6754	ENSP00000287641	ENSP00000255008	ENSG00000157005	ENSG00000132671	9784130
CORT_SSTR4	CORT	SSTR4	1325	6754	ENSP00000366248	ENSP00000255008	ENSG00000241563	ENSG00000132671	10598788
NMS_NMUR2	NMS	NMUR2	129521	56923	ENSP00000366061	ENSP00000255262	ENSG00000204640	ENSG00000132911	15635449
NMU_NMUR2	NMU	NMUR2	10874	56923	ENSP00000264218	ENSP00000255262	ENSG00000109255	ENSG00000132911	10894543
ARF1_CHRM3	ARF1	CHRM3	375	1131	ENSP00000440005	ENSP00000255380	ENSG00000143761	ENSG00000133019	12799371
VEGFC_LYVE1	VEGFC	LYVE1	7424	10894	ENSP00000480043	ENSP00000256178	ENSG00000150630	ENSG00000133800	32196115
PCSK9_SORT1	PCSK9	SORT1	255738	6272	ENSP00000303208	ENSP00000256637	ENSG00000169174	ENSG00000134243	24506872
NGF_SORT1	NGF	SORT1	4803	6272	ENSP00000358525	ENSP00000256637	ENSG00000134259	ENSG00000134243	14985763
LRPAP1_SORT1	LRPAP1	SORT1	4043	6272	ENSP00000421922	ENSP00000256637	NA	ENSG00000134243	9013611
BDNF_SORT1	BDNF	SORT1	627	6272	ENSP00000414303	ENSP00000256637	ENSG00000176697	ENSG00000134243	15987945
PSAP_SORT1	PSAP	SORT1	5660	6272	ENSP00000378394	ENSP00000256637	ENSG00000197746	ENSG00000134243	32196115
DLK1_NOTCH2	DLK1	NOTCH2	8788	4853	ENSP00000340292	ENSP00000256646	ENSG00000185559	ENSG00000134250	22353464
DLL1_NOTCH2	DLL1	NOTCH2	28514	4853	ENSP00000355718	ENSP00000256646	ENSG00000198719	ENSG00000134250	10958687
MFNG_NOTCH2	MFNG	NOTCH2	4242	4853	ENSP00000349490	ENSP00000256646	ENSG00000100060	ENSG00000134250	26198319,32196115
PSEN1_NOTCH2	PSEN1	NOTCH2	5663	4853	ENSP00000326366	ENSP00000256646	ENSG00000080815	ENSG00000134250	26198319,32196115
ADAM10_NOTCH2	ADAM10	NOTCH2	102	4853	ENSP00000260408	ENSP00000256646	ENSG00000137845	ENSG00000134250	24842903
APP_NOTCH2	APP	NOTCH2	351	4853	ENSP00000284981	ENSP00000256646	ENSG00000142192	ENSG00000134250	16118793
JAG2_NOTCH2	JAG2	NOTCH2	3714	4853	ENSP00000328169	ENSP00000256646	ENSG00000184916	ENSG00000134250	22353464
NGF_KIDINS220	NGF	KIDINS220	4803	57498	ENSP00000358525	ENSP00000256707	ENSG00000134259	ENSG00000134313	32196115
HDC_HRH4	HDC	HRH4	3067	59340	ENSP00000267845	ENSP00000256906	ENSG00000140287	ENSG00000134489	32196115
CCL16_HRH4	CCL16	HRH4	6360	59340	ENSP00000478024	ENSP00000256906	ENSG00000275152	ENSG00000134489	15265943
GNAI2_MTNR1B	GNAI2	MTNR1B	2771	4544	ENSP00000312999	ENSP00000257068	ENSG00000114353	ENSG00000134640	17215244
DSC3_DSG3	DSC3	DSG3	1825	1830	ENSP00000353608	ENSP00000257189	ENSG00000134762	ENSG00000134757	27298358
DSC1_DSG3	DSC1	DSG3	1823	1830	ENSP00000257198	ENSP00000257189	ENSG00000134765	ENSG00000134757	27298358
DSC3_DSG1	DSC3	DSG1	1825	1828	ENSP00000353608	ENSP00000257192	ENSG00000134762	ENSG00000134760	27298358
DSC2_DSG1	DSC2	DSG1	1824	1828	ENSP00000280904	ENSP00000257192	ENSG00000134755	ENSG00000134760	27298358
DSC1_DSG1	DSC1	DSG1	1823	1828	ENSP00000257198	ENSP00000257192	ENSG00000134765	ENSG00000134760	27298358
PDGFC_PDGFRA	PDGFC	PDGFRA	56034	5156	ENSP00000422464	ENSP00000257290	ENSG00000145431	ENSG00000134853	10806482
PDGFB_PDGFRA	PDGFB	PDGFRA	5155	5156	ENSP00000330382	ENSP00000257290	ENSG00000100311	ENSG00000134853	15207811
PDGFD_PDGFRA	PDGFD	PDGFRA	80310	5156	ENSP00000376865	ENSP00000257290	ENSG00000170962	ENSG00000134853	32196115
PDGFA_PDGFRA	PDGFA	PDGFRA	5154	5156	ENSP00000346508	ENSP00000257290	ENSG00000197461	ENSG00000134853	15207811
FGF19_KLB	FGF19	KLB	9965	152831	ENSP00000294312	ENSP00000257408	ENSG00000162344	ENSG00000134962	22442730
FGF21_KLB	FGF21	KLB	26291	152831	ENSP00000471477	ENSP00000257408	ENSG00000105550	ENSG00000134962	22442730
LAMA1_NT5E	LAMA1	NT5E	284217	4907	ENSP00000374309	ENSP00000257770	ENSG00000101680	ENSG00000135318	10470109
FN1_NT5E	FN1	NT5E	2335	4907	ENSP00000346839	ENSP00000257770	ENSG00000115414	ENSG00000135318	9361795
CALM1_MIP	CALM1	MIP	801	4284	ENSP00000349467	ENSP00000257979	ENSG00000198668	NA	29972182
NMB_NMBR	NMB	NMBR	4828	4829	ENSP00000378089	ENSP00000258042	ENSG00000197696	ENSG00000135577	10544247
EDA_EDAR	EDA	EDAR	1896	10913	ENSP00000363680	ENSP00000258443	ENSG00000158813	ENSG00000135960	11039935
SEMA7A_PLXNC1	SEMA7A	PLXNC1	8482	10154	ENSP00000261918	ENSP00000258526	ENSG00000138623	ENSG00000136040	10520995
LTA_RIPK1	LTA	RIPK1	4049	8737	ENSP00000403495	ENSP00000259808	ENSG00000226979	ENSG00000137275	32103204
TNF_RIPK1	TNF	RIPK1	7124	8737	ENSP00000398698	ENSP00000259808	ENSG00000232810	ENSG00000137275	32196115,32103204
CD14_RIPK1	CD14	RIPK1	929	8737	ENSP00000304236	ENSP00000259808	ENSG00000170458	ENSG00000137275	32196115
CALR_HLA-F	CALR	HLA-F	811	3134	ENSP00000320866	ENSP00000259951	ENSG00000179218	ENSG00000204642	32196115
B2M_HLA-F	B2M	HLA-F	567	3134	ENSP00000452780	ENSP00000259951	NA	ENSG00000204642	11169396
HMGB1_TLR2	HMGB1	TLR2	3146	7097	ENSP00000345347	ENSP00000260010	ENSG00000189403	ENSG00000137462	20192808
CCN1_TLR2	CCN1	TLR2	3491	7097	ENSP00000398736	ENSP00000260010	ENSG00000142871	ENSG00000137462	32144270
HSP90B1_TLR2	HSP90B1	TLR2	7184	7097	ENSP00000299767	ENSP00000260010	ENSG00000166598	ENSG00000137462	11912201
BGN_TLR2	BGN	TLR2	633	7097	ENSP00000327336	ENSP00000260010	ENSG00000182492	ENSG00000137462	16025156
SAA1_TLR2	SAA1	TLR2	6288	7097	ENSP00000384906	ENSP00000260010	ENSG00000173432	ENSG00000137462	26290589
VCAN_TLR2	VCAN	TLR2	1462	7097	ENSP00000265077	ENSP00000260010	ENSG00000038427	ENSG00000137462	19122641
ZG16B_TLR2	ZG16B	TLR2	124220	7097	ENSP00000371715	ENSP00000260010	ENSG00000162078	ENSG00000137462	20802527
HRAS_TLR2	HRAS	TLR2	3265	7097	ENSP00000407586	ENSP00000260010	ENSG00000174775	ENSG00000137462	26198319,32196115
SFTPA1_TLR2	SFTPA1	TLR2	653509	7097	ENSP00000397082	ENSP00000260010	ENSG00000122852	ENSG00000137462	11724772
RNASE2_TLR2	RNASE2	TLR2	6036	7097	ENSP00000303276	ENSP00000260010	ENSG00000169385	ENSG00000137462	18195069
CCN6_SORL1	CCN6	SORL1	8838	6653	ENSP00000357655	ENSP00000260197	ENSG00000112761	ENSG00000137642	32103204
MDK_SORL1	MDK	SORL1	4192	6653	ENSP00000385451	ENSP00000260197	ENSG00000110492	ENSG00000137642	32103204
LRPAP1_SORL1	LRPAP1	SORL1	4043	6653	ENSP00000421922	ENSP00000260197	NA	ENSG00000137642	11557679
APP_SORL1	APP	SORL1	351	6653	ENSP00000284981	ENSP00000260197	ENSG00000142192	ENSG00000137642	24833601
L1CAM_ITGAV	L1CAM	ITGAV	3897	3685	ENSP00000359077	ENSP00000261023	ENSG00000198910	ENSG00000138448	10871287
TNC_ITGAV	TNC	ITGAV	3371	3685	ENSP00000265131	ENSP00000261023	ENSG00000041982	ENSG00000138448	32196115
PLAU_ITGAV	PLAU	ITGAV	5328	3685	ENSP00000361850	ENSP00000261023	ENSG00000122861	ENSG00000138448	32196115
EDIL3_ITGAV	EDIL3	ITGAV	10085	3685	ENSP00000296591	ENSP00000261023	ENSG00000164176	ENSG00000138448	11959660
COL4A6_ITGAV	COL4A6	ITGAV	1288	3685	ENSP00000378340	ENSP00000261023	ENSG00000197565	ENSG00000138448	32196115
COL4A5_ITGAV	COL4A5	ITGAV	1287	3685	ENSP00000331902	ENSP00000261023	ENSG00000188153	ENSG00000138448	32196115
SPP1_ITGAV	SPP1	ITGAV	6696	3685	ENSP00000378517	ENSP00000261023	ENSG00000118785	ENSG00000138448	10835423
NID1_ITGAV	NID1	ITGAV	4811	3685	ENSP00000264187	ENSP00000261023	ENSG00000116962	ENSG00000138448	9686320
PDGFB_ITGAV	PDGFB	ITGAV	5155	3685	ENSP00000330382	ENSP00000261023	ENSG00000100311	ENSG00000138448	32196115
ICAM4_ITGAV	ICAM4	ITGAV	3386	3685	ENSP00000342114	ENSP00000261023	ENSG00000105371	ENSG00000138448	15355350
COL4A4_ITGAV	COL4A4	ITGAV	1286	3685	ENSP00000379866	ENSP00000261023	ENSG00000081052	ENSG00000138448	32196115
CALR_ITGAV	CALR	ITGAV	811	3685	ENSP00000320866	ENSP00000261023	ENSG00000179218	ENSG00000138448	12196561
CCN1_ITGAV	CCN1	ITGAV	3491	3685	ENSP00000398736	ENSP00000261023	ENSG00000142871	ENSG00000138448	10821835
FGG_ITGAV	FGG	ITGAV	2266	3685	ENSP00000336829	ENSP00000261023	ENSG00000171557	ENSG00000138448	26198319,32196115
FGA_ITGAV	FGA	ITGAV	2243	3685	ENSP00000306361	ENSP00000261023	NA	ENSG00000138448	15031111
COL4A3_ITGAV	COL4A3	ITGAV	1285	3685	ENSP00000379823	ENSP00000261023	ENSG00000169031	ENSG00000138448	12842087
MFGE8_ITGAV	MFGE8	ITGAV	4240	3685	ENSP00000268150	ENSP00000261023	ENSG00000140545	ENSG00000138448	26198319,32196115
FGB_ITGAV	FGB	ITGAV	2244	3685	ENSP00000306099	ENSP00000261023	ENSG00000171564	ENSG00000138448	15031111
FBN1_ITGAV	FBN1	ITGAV	2200	3685	ENSP00000325527	ENSP00000261023	ENSG00000166147	ENSG00000138448	20686071
AZGP1_ITGAV	AZGP1	ITGAV	563	3685	ENSP00000292401	ENSP00000261023	ENSG00000160862	ENSG00000138448	9813179
ADAM9_ITGAV	ADAM9	ITGAV	8754	3685	ENSP00000419446	ENSP00000261023	ENSG00000168615	ENSG00000138448	11162558
VEGFA_ITGAV	VEGFA	ITGAV	7422	3685	ENSP00000478570	ENSP00000261023	ENSG00000112715	ENSG00000138448	32196115
ADAM15_ITGAV	ADAM15	ITGAV	8751	3685	ENSP00000349436	ENSP00000261023	ENSG00000143537	ENSG00000138448	9914169
COL1A2_ITGAV	COL1A2	ITGAV	1278	3685	ENSP00000297268	ENSP00000261023	ENSG00000164692	ENSG00000138448	1693626
ANGPTL3_ITGAV	ANGPTL3	ITGAV	27329	3685	ENSP00000360170	ENSP00000261023	ENSG00000132855	ENSG00000138448	11877390
COL4A1_ITGAV	COL4A1	ITGAV	1282	3685	ENSP00000364979	ENSP00000261023	ENSG00000187498	ENSG00000138448	14610079
FN1_ITGAV	FN1	ITGAV	2335	3685	ENSP00000346839	ENSP00000261023	ENSG00000115414	ENSG00000138448	23154389
CP_SLC40A1	CP	SLC40A1	1356	30061	ENSP00000264613	ENSP00000261024	ENSG00000047457	ENSG00000138449	24921009
GUCA2B_GUCY2C	GUCA2B	GUCY2C	2981	2984	ENSP00000361662	ENSP00000261170	ENSG00000044012	ENSG00000070019	10845107
GUCA2A_GUCY2C	GUCA2A	GUCY2C	2980	2984	ENSP00000349493	ENSP00000261170	ENSG00000197273	ENSG00000070019	10845107
SOSTDC1_LRP6	SOSTDC1	LRP6	25928	4040	ENSP00000304930	ENSP00000261349	ENSG00000171243	ENSG00000070018	19553665,17765217
IGFBP4_LRP6	IGFBP4	LRP6	3487	4040	ENSP00000269593	ENSP00000261349	ENSG00000141753	ENSG00000070018	18528331
RSPO1_LRP6	RSPO1	LRP6	284654	4040	ENSP00000348944	ENSP00000261349	ENSG00000169218	ENSG00000070018	18400942
PTH_LRP6	PTH	LRP6	5741	4040	ENSP00000282091	ENSP00000261349	ENSG00000152266	ENSG00000070018	22589223
WNT1_LRP6	WNT1	LRP6	7471	4040	ENSP00000293549	ENSP00000261349	ENSG00000125084	ENSG00000070018	11029007
RSPO3_LRP6	RSPO3	LRP6	84870	4040	ENSP00000349131	ENSP00000261349	ENSG00000146374	ENSG00000070018	26198319,32196115
WNT2_LRP6	WNT2	LRP6	7472	4040	ENSP00000265441	ENSP00000261349	ENSG00000105989	ENSG00000070018	32196115
WNT9B_LRP6	WNT9B	LRP6	7484	4040	ENSP00000290015	ENSP00000261349	ENSG00000158955	ENSG00000070018	20093360
CCN2_LRP6	CCN2	LRP6	1490	4040	ENSP00000356954	ENSP00000261349	ENSG00000118523	ENSG00000070018	15105373
SOST_LRP6	SOST	LRP6	50964	4040	ENSP00000301691	ENSP00000261349	ENSG00000167941	ENSG00000070018	15778503
APP_LRP6	APP	LRP6	351	4040	ENSP00000284981	ENSP00000261349	ENSG00000142192	ENSG00000070018	30232325
CKLF_LRP6	CKLF	LRP6	51192	4040	ENSP00000264001	ENSP00000261349	ENSG00000217555	ENSG00000070018	32103204
WNT5A_LRP6	WNT5A	LRP6	7474	4040	ENSP00000264634	ENSP00000261349	ENSG00000114251	ENSG00000070018	23462101
DKK1_LRP6	DKK1	LRP6	22943	4040	ENSP00000363081	ENSP00000261349	ENSG00000107984	ENSG00000070018	11516963
WNT7A_LRP6	WNT7A	LRP6	7476	4040	ENSP00000285018	ENSP00000261349	ENSG00000154764	ENSG00000070018	12857724
DKK2_LRP6	DKK2	LRP6	27123	4040	ENSP00000285311	ENSP00000261349	ENSG00000155011	ENSG00000070018	11357136
WNT3A_LRP6	WNT3A	LRP6	89780	4040	ENSP00000284523	ENSP00000261349	ENSG00000154342	ENSG00000070018	14739301
DSC3_DSG2	DSC3	DSG2	1825	1829	ENSP00000353608	ENSP00000261590	ENSG00000134762	ENSG00000046604	27298358
DSC2_DSG2	DSC2	DSG2	1824	1829	ENSP00000280904	ENSP00000261590	ENSG00000134755	ENSG00000046604	27298358
TNFSF13B_TNFRSF13B	TNFSF13B	TNFRSF13B	10673	23495	ENSP00000365048	ENSP00000261652	ENSG00000102524	ENSG00000240505	10956646
TNFSF13_TNFRSF13B	TNFSF13	TNFRSF13B	8741	23495	ENSP00000343505	ENSP00000261652	ENSG00000161955	ENSG00000240505	10956646
SAA1_SCARB1	SAA1	SCARB1	6288	949	ENSP00000384906	ENSP00000261693	ENSG00000173432	ENSG00000073060	15576377
PDGFC_PDGFRB	PDGFC	PDGFRB	56034	5159	ENSP00000422464	ENSP00000261799	ENSG00000145431	ENSG00000113721	32196115
PDGFB_PDGFRB	PDGFB	PDGFRB	5155	5159	ENSP00000330382	ENSP00000261799	ENSG00000100311	ENSG00000113721	2850496
PDGFD_PDGFRB	PDGFD	PDGFRB	80310	5159	ENSP00000376865	ENSP00000261799	ENSG00000170962	ENSG00000113721	15207811
MFGE8_PDGFRB	MFGE8	PDGFRB	4240	5159	ENSP00000268150	ENSP00000261799	ENSG00000140545	ENSG00000113721	21868707
PDGFA_PDGFRB	PDGFA	PDGFRB	5154	5159	ENSP00000346508	ENSP00000261799	ENSG00000197461	ENSG00000113721	25737405
PDGFC_FLT4	PDGFC	FLT4	56034	2324	ENSP00000422464	ENSP00000261937	ENSG00000145431	ENSG00000037280	26198319,32196115,32103204
VEGFC_FLT4	VEGFC	FLT4	7424	2324	ENSP00000480043	ENSP00000261937	ENSG00000150630	ENSG00000037280	12881528
TNF_FLT4	TNF	FLT4	7124	2324	ENSP00000398698	ENSP00000261937	ENSG00000232810	ENSG00000037280	32103204
VEGFD_FLT4	VEGFD	FLT4	2277	2324	ENSP00000297904	ENSP00000261937	ENSG00000165197	ENSG00000037280	9435229
COL1A2_FLT4	COL1A2	FLT4	1278	2324	ENSP00000297268	ENSP00000261937	ENSG00000164692	ENSG00000037280	32196115
FN1_FLT4	FN1	FLT4	2335	2324	ENSP00000346839	ENSP00000261937	ENSG00000115414	ENSG00000037280	15389531
ADCYAP1_VIPR2	ADCYAP1	VIPR2	116	7434	ENSP00000462647	ENSP00000262178	ENSG00000141433	ENSG00000106018	9928018
VIP_VIPR2	VIP	VIPR2	7432	7434	ENSP00000356213	ENSP00000262178	ENSG00000146469	ENSG00000106018	16930633
LGALS3BP_CD33	LGALS3BP	CD33	3959	945	ENSP00000262776	ENSP00000262262	ENSG00000108679	ENSG00000105383	25320078
IL12A_IL12RB2	IL12A	IL12RB2	3592	3595	ENSP00000303231	ENSP00000262345	ENSG00000168811	ENSG00000081985	943050
ASIP_MGRN1	ASIP	MGRN1	434	23295	ENSP00000454804	ENSP00000262370	ENSG00000101440	ENSG00000102858	21460229
F2_ITGA2B	F2	ITGA2B	2147	3674	ENSP00000308541	ENSP00000262407	ENSG00000180210	ENSG00000005961	11487023
ICAM4_ITGA2B	ICAM4	ITGA2B	3386	3674	ENSP00000342114	ENSP00000262407	ENSG00000105371	ENSG00000005961	15355350,12477717
CALR_ITGA2B	CALR	ITGA2B	811	3674	ENSP00000320866	ENSP00000262407	ENSG00000179218	ENSG00000005961	14985176
FGG_ITGA2B	FGG	ITGA2B	2266	3674	ENSP00000336829	ENSP00000262407	ENSG00000171557	ENSG00000005961	2018974
FGA_ITGA2B	FGA	ITGA2B	2243	3674	ENSP00000306361	ENSP00000262407	NA	ENSG00000005961	11460491
COL2A1_ITGA2B	COL2A1	ITGA2B	1280	3674	ENSP00000369889	ENSP00000262407	ENSG00000139219	ENSG00000005961	10772239
FGB_ITGA2B	FGB	ITGA2B	2244	3674	ENSP00000306099	ENSP00000262407	ENSG00000171564	ENSG00000005961	2018974
COL1A2_ITGA2B	COL1A2	ITGA2B	1278	3674	ENSP00000297268	ENSP00000262407	ENSG00000164692	ENSG00000005961	11359786
FN1_ITGA2B	FN1	ITGA2B	2335	3674	ENSP00000346839	ENSP00000262407	ENSG00000115414	ENSG00000005961	8663002
GCG_GLP2R	GCG	GLP2R	2641	9340	ENSP00000387662	ENSP00000262441	ENSG00000115263	ENSG00000065325	9990065
CALM1_GLP2R	CALM1	GLP2R	801	9340	ENSP00000349467	ENSP00000262441	ENSG00000198668	ENSG00000065325	32196115
SEMA6D_TYROBP	SEMA6D	TYROBP	80031	7305	ENSP00000324857	ENSP00000262629	ENSG00000137872	ENSG00000011600	26198319,32196115
CALM2_TRPC5	CALM2	TRPC5	805	7224	ENSP00000272298	ENSP00000262839	ENSG00000143933	ENSG00000072315	15987684
CALM1_TRPC5	CALM1	TRPC5	801	7224	ENSP00000349467	ENSP00000262839	ENSG00000198668	ENSG00000072315	15987684
CALM3_TRPC5	CALM3	TRPC5	808	7224	ENSP00000291295	ENSP00000262839	ENSG00000160014	ENSG00000072315	15987684
CALM1_KCNN4	CALM1	KCNN4	801	3783	ENSP00000349467	ENSP00000262888	ENSG00000198668	NA	29724949
ASIP_ATRN	ASIP	ATRN	434	8455	ENSP00000454804	ENSP00000262919	ENSG00000101440	ENSG00000088812	11137996
CALR_SCARF1	CALR	SCARF1	811	8578	ENSP00000320866	ENSP00000263071	ENSG00000179218	ENSG00000074660	15371419
ARF1_PLD2	ARF1	PLD2	375	5338	ENSP00000440005	ENSP00000263088	ENSG00000143761	ENSG00000129219	12519790
EGF_PLD2	EGF	PLD2	1950	5338	ENSP00000265171	ENSP00000263088	ENSG00000138798	ENSG00000129219	9837959
CRISP3_A1BG	CRISP3	A1BG	10321	1	ENSP00000389026	ENSP00000263100	ENSG00000096006	ENSG00000121410	15461460
HRAS_GRIN2D	HRAS	GRIN2D	3265	2906	ENSP00000407586	ENSP00000263269	ENSG00000174775	ENSG00000105464	26198319,32196115
IL16_GRIN2D	IL16	GRIN2D	3603	2906	ENSP00000302935	ENSP00000263269	ENSG00000172349	ENSG00000105464	26198319,32196115,32103204
HSPA1A_GRIN2D	HSPA1A	GRIN2D	3303	2906	ENSP00000364802	ENSP00000263269	ENSG00000204389	ENSG00000105464	32196115
IL27_IL27RA	IL27	IL27RA	246778	9466	ENSP00000349365	ENSP00000263379	ENSG00000197272	ENSG00000104998	12121660
DLK1_NOTCH3	DLK1	NOTCH3	8788	4854	ENSP00000340292	ENSP00000263388	ENSG00000185559	ENSG00000074181	22353464
DLL1_NOTCH3	DLL1	NOTCH3	28514	4854	ENSP00000355718	ENSP00000263388	ENSG00000198719	ENSG00000074181	12482954
PSEN1_NOTCH3	PSEN1	NOTCH3	5663	4854	ENSP00000326366	ENSP00000263388	ENSG00000080815	ENSG00000074181	26198319,32196115
THBS2_NOTCH3	THBS2	NOTCH3	7058	4854	ENSP00000355751	ENSP00000263388	ENSG00000186340	ENSG00000074181	19147503
SCGB3A1_NOTCH3	SCGB3A1	NOTCH3	92304	4854	ENSP00000292641	ENSP00000263388	ENSG00000161055	ENSG00000074181	32103204
JAG2_NOTCH3	JAG2	NOTCH3	3714	4854	ENSP00000328169	ENSP00000263388	ENSG00000184916	ENSG00000074181	22353464
CTF1_LIFR	CTF1	LIFR	1489	3977	ENSP00000279804	ENSP00000263409	ENSG00000150281	ENSG00000113594	11834704
CLCF1_LIFR	CLCF1	LIFR	23529	3977	ENSP00000309338	ENSP00000263409	ENSG00000175505	ENSG00000113594	10966616
CNTF_LIFR	CNTF	LIFR	1270	3977	ENSP00000355370	ENSP00000263409	ENSG00000242689	ENSG00000113594	26198319,32196115
APP_APLP2	APP	APLP2	351	334	ENSP00000284981	ENSP00000263574	ENSG00000142192	ENSG00000084234	19126676
HLA-A_APLP2	HLA-A	APLP2	3105	334	ENSP00000379873	ENSP00000263574	ENSG00000206503	ENSG00000084234	19184004
PCSK9_APLP2	PCSK9	APLP2	255738	334	ENSP00000303208	ENSP00000263574	ENSG00000169174	ENSG00000084234	28495363
INHBC_ACVR1	INHBC	ACVR1	3626	90	ENSP00000308716	ENSP00000263640	ENSG00000175189	ENSG00000115170	26198319,32196115
BMP7_ACVR1	BMP7	ACVR1	655	90	ENSP00000379204	ENSP00000263640	ENSG00000101144	ENSG00000115170	31619522
INHBB_ACVR1	INHBB	ACVR1	3625	90	ENSP00000295228	ENSP00000263640	ENSG00000163083	ENSG00000115170	11266516
GDF2_ACVR1	GDF2	ACVR1	2658	90	ENSP00000463051	ENSP00000263640	ENSG00000263761	ENSG00000115170	19996292
BMP2_ACVR1	BMP2	ACVR1	650	90	ENSP00000368104	ENSP00000263640	ENSG00000125845	ENSG00000115170	28977600
BMP6_ACVR1	BMP6	ACVR1	654	90	ENSP00000283147	ENSP00000263640	ENSG00000153162	ENSG00000115170	12297674
GDF5_ACVR1	GDF5	ACVR1	8200	90	ENSP00000363492	ENSP00000263640	ENSG00000125965	ENSG00000115170	8702914
TGFB2_ACVR1	TGFB2	ACVR1	7042	90	ENSP00000355896	ENSP00000263640	ENSG00000092969	ENSG00000115170	32196115
GPC3_CD81	GPC3	CD81	2719	975	ENSP00000377836	ENSP00000263645	ENSG00000147257	ENSG00000110651	19574424
CD99_CD81	CD99	CD81	4267	975	ENSP00000370588	ENSP00000263645	ENSG00000002586	ENSG00000110651	21838920
VCAN_SELP	VCAN	SELP	1462	6403	ENSP00000265077	ENSP00000263686	ENSG00000038427	ENSG00000174175	10950950
CD34_SELP	CD34	SELP	947	6403	ENSP00000310036	ENSP00000263686	ENSG00000174059	ENSG00000174175	18606703
SERPING1_SELP	SERPING1	SELP	710	6403	ENSP00000278407	ENSP00000263686	ENSG00000149131	ENSG00000174175	14568956
CD24_SELP	CD24	SELP	100133941	6403	ENSP00000483985	ENSP00000263686	ENSG00000272398	ENSG00000174175	9129046
GAS6_TYRO3	GAS6	TYRO3	2621	7301	ENSP00000331831	ENSP00000263798	ENSG00000183087	ENSG00000092445	7867073
PROS1_TYRO3	PROS1	TYRO3	5627	7301	ENSP00000377783	ENSP00000263798	ENSG00000184500	ENSG00000092445	7867073
VEGFA_TYRO3	VEGFA	TYRO3	7422	7301	ENSP00000478570	ENSP00000263798	ENSG00000112715	ENSG00000092445	32196115
MDK_LRP2	MDK	LRP2	4192	4036	ENSP00000385451	ENSP00000263816	ENSG00000110492	NA	10772929
