source,target,source_genesymbol,target_genesymbol,resource
Q9NRA1,P16234,Pdgfc,Pdgfra,mouseconsensus
Q9NRA1,P17948,Pdgfc,Flt1,mouseconsensus
Q9NRA1,P35916,Pdgfc,Flt4,mouseconsensus
Q9NRA1,P35968,Pdgfc,Kdr,mouseconsensus
Q9NT99,P10586,Lrrc4b,Ptprf,mouseconsensus
Q9NT99,Q13332,Lrrc4b,Ptprs,mouseconsensus
Q9NTN9,O15031,Sema4g,Plxnb2,mouseconsensus
Q9NYJ7,P46531,Dll3,Notch1,mouseconsensus
Q9NYJ7,Q04721,Dll3,Notch2,mouseconsensus
Q9NYJ7,Q99466,Dll3,Notch4,mouseconsensus
Q9NYJ7,Q9UM47,Dll3,Notch3,mouseconsensus
Q9NZ53,P14151,Podxl2,Sell,mouseconsensus
Q9NZ94,P58400,Nlgn3,Nrxn1,mouseconsensus
Q9NZ94,Q9P2S2,Nlgn3,Nrxn2,mouseconsensus
Q9NZN1,P10586,Il1rapl1,Ptprf,mouseconsensus
Q9NZN1,Q13332,Il1rapl1,Ptprs,mouseconsensus
Q9NZQ7,P33681,Cd274,Cd80,mouseconsensus
Q9NZQ7,Q15116,Cd274,Pdcd1,mouseconsensus
Q9P126,Q86YL7,Clec1b,Pdpn,mouseconsensus
Q9P283,P51805,Sema5b,Plxna3,mouseconsensus
Q9P283,Q9UIW2,Sema5b,Plxna1,mouseconsensus
Q9UBR5,O75581,Cklf,Lrp6,mouseconsensus
Q9UBR5,P51679,Cklf,Ccr4,mouseconsensus
Q9UEF7,P11362,Kl,Fgfr1,mouseconsensus
Q9UKF5,P13612,Adam29,Itga4,mouseconsensus
Q9UKQ2,P13612,Adam28,Itga4,mouseconsensus
Q9UMF0,P05107,Icam5,Itgb2,mouseconsensus
Q9UMF0,P20701,Icam5,Itgal,mouseconsensus
Q9UNG2,Q9Y5U5,Tnfsf18,Tnfrsf18,mouseconsensus
Q9Y219,P46531,Jag2,Notch1,mouseconsensus
Q9Y219,Q04721,Jag2,Notch2,mouseconsensus
Q9Y219,Q99466,Jag2,Notch4,mouseconsensus
Q9Y219,Q9UM47,Jag2,Notch3,mouseconsensus
Q9Y275,O14836,Tnfsf13b,Tnfrsf13b,mouseconsensus
Q9Y275,P02786,Tnfsf13b,Tfrc,mouseconsensus
Q9Y275,P25942,Tnfsf13b,Cd40,mouseconsensus
Q9Y275,Q02223,Tnfsf13b,Tnfrsf17,mouseconsensus
Q9Y275,Q96RJ3,Tnfsf13b,Tnfrsf13c,mouseconsensus
Q9Y624,COMPLEX:P05107_P20701,F11r,Itgal_Itgb2,mouseconsensus
A6NMZ7,COMPLEX:O75578_P05556,Col6a6,Itga10_Itgb1,mouseconsensus
A6NMZ7,COMPLEX:P05556_P17301,Col6a6,Itga2_Itgb1,mouseconsensus
A6NMZ7,COMPLEX:P05556_P26006,Col6a6,Itga3_Itgb1,mouseconsensus
A6NMZ7,COMPLEX:P05556_P56199,Col6a6,Itga1_Itgb1,mouseconsensus
A6NMZ7,COMPLEX:P05556_Q13797,Col6a6,Itga9_Itgb1,mouseconsensus
A6NMZ7,COMPLEX:P05556_Q9UKX5,Col6a6,Itga11_Itgb1,mouseconsensus
A6NMZ7,COMPLEX:P06756_P26012,Col6a6,Itgav_Itgb8,mouseconsensus
A6NMZ7,P16070,Col6a6,Cd44,mouseconsensus
A6NMZ7,P18827,Col6a6,Sdc1,mouseconsensus
A6NMZ7,Q9HCN6,Col6a6,Gp6,mouseconsensus
A8TX70,COMPLEX:O75578_P05556,Col6a5,Itga10_Itgb1,mouseconsensus
A8TX70,COMPLEX:P05556_P17301,Col6a5,Itga2_Itgb1,mouseconsensus
A8TX70,COMPLEX:P05556_P26006,Col6a5,Itga3_Itgb1,mouseconsensus
A8TX70,COMPLEX:P05556_P56199,Col6a5,Itga1_Itgb1,mouseconsensus
A8TX70,COMPLEX:P05556_Q13797,Col6a5,Itga9_Itgb1,mouseconsensus
A8TX70,COMPLEX:P05556_Q9UKX5,Col6a5,Itga11_Itgb1,mouseconsensus
A8TX70,COMPLEX:P06756_P26012,Col6a5,Itgav_Itgb8,mouseconsensus
A8TX70,P16070,Col6a5,Cd44,mouseconsensus
A8TX70,P18827,Col6a5,Sdc1,mouseconsensus
A8TX70,Q9HCN6,Col6a5,Gp6,mouseconsensus
COMPLEX:Q5H8C1_Q6UXI9_Q86XX4,COMPLEX:P05556_P53708,Fras1_Frem1_Npnt,Itga8_Itgb1,mouseconsensus
COMPLEX:Q5SZK8_Q6UXI9_Q86XX4,COMPLEX:P05556_P53708,Fras1_Frem2_Npnt,Itga8_Itgb1,mouseconsensus
O00468,O15146,Agrn,Musk,mouseconsensus
O00468,O75096,Agrn,Lrp4,mouseconsensus
O00468,P05556,Agrn,Itgb1,mouseconsensus
O00468,P98164,Agrn,Lrp2,mouseconsensus
O00468,Q07954,Agrn,Lrp1,mouseconsensus
O00468,Q14118,Agrn,Dag1,mouseconsensus
O15230,COMPLEX:P05556_P17301,Lama5,Itga2_Itgb1,mouseconsensus
O15230,COMPLEX:P05556_P23229,Lama5,Itga6_Itgb1,mouseconsensus
O15230,COMPLEX:P05556_P26006,Lama5,Itga3_Itgb1,mouseconsensus
O15230,COMPLEX:P05556_Q13683,Lama5,Itga7_Itgb1,mouseconsensus
O15230,COMPLEX:P05556_Q13797,Lama5,Itga9_Itgb1,mouseconsensus
O15230,COMPLEX:P06756_P26012,Lama5,Itgav_Itgb8,mouseconsensus
O15230,COMPLEX:P16144_P23229,Lama5,Itga6_Itgb4,mouseconsensus
O15230,P16070,Lama5,Cd44,mouseconsensus
O15230,P18827,Lama5,Sdc1,mouseconsensus
O15230,P50895,Lama5,Bcam,mouseconsensus
O15230,Q14118,Lama5,Dag1,mouseconsensus
O15335,COMPLEX:P05556_P17301,Chad,Itga2_Itgb1,mouseconsensus
P02452,COMPLEX:O75578_P05556,Col1a1,Itga10_Itgb1,mouseconsensus
P02452,COMPLEX:P05556_P17301,Col1a1,Itga2_Itgb1,mouseconsensus
P02452,COMPLEX:P05556_P26006,Col1a1,Itga3_Itgb1,mouseconsensus
P02452,COMPLEX:P05556_P56199,Col1a1,Itga1_Itgb1,mouseconsensus
P02452,COMPLEX:P05556_Q13797,Col1a1,Itga9_Itgb1,mouseconsensus
P02452,COMPLEX:P05556_Q9UKX5,Col1a1,Itga11_Itgb1,mouseconsensus
P02452,COMPLEX:P06756_P26012,Col1a1,Itgav_Itgb8,mouseconsensus
P02452,P08648,Col1a1,Itga5,mouseconsensus
P02452,P16070,Col1a1,Cd44,mouseconsensus
P02452,P16671,Col1a1,Cd36,mouseconsensus
P02452,P18827,Col1a1,Sdc1,mouseconsensus
P02452,P35916,Col1a1,Flt4,mouseconsensus
P02452,Q08345,Col1a1,Ddr1,mouseconsensus
P02452,Q16832,Col1a1,Ddr2,mouseconsensus
P02452,Q9HCN6,Col1a1,Gp6,mouseconsensus
P02452,Q9NPY3,Col1a1,Cd93,mouseconsensus
P02458,COMPLEX:O75578_P05556,Col2a1,Itga10_Itgb1,mouseconsensus
P02458,COMPLEX:P05556_P17301,Col2a1,Itga2_Itgb1,mouseconsensus
P02458,COMPLEX:P05556_P26006,Col2a1,Itga3_Itgb1,mouseconsensus
P02458,COMPLEX:P05556_P56199,Col2a1,Itga1_Itgb1,mouseconsensus
P02458,COMPLEX:P05556_Q13797,Col2a1,Itga9_Itgb1,mouseconsensus
P02458,COMPLEX:P05556_Q9UKX5,Col2a1,Itga11_Itgb1,mouseconsensus
P02458,COMPLEX:P06756_P26012,Col2a1,Itgav_Itgb8,mouseconsensus
P02458,O00220,Col2a1,Tnfrsf10b,mouseconsensus
P02458,P08514,Col2a1,Itga2b,mouseconsensus
P02458,P16070,Col2a1,Cd44,mouseconsensus
P02458,P18827,Col2a1,Sdc1,mouseconsensus
P02458,Q08345,Col2a1,Ddr1,mouseconsensus
P02458,Q9HCN6,Col2a1,Gp6,mouseconsensus
P02462,COMPLEX:O75578_P05556,Col4a1,Itga10_Itgb1,mouseconsensus
P02462,COMPLEX:P05556_P17301,Col4a1,Itga2_Itgb1,mouseconsensus
P02462,COMPLEX:P05556_P26006,Col4a1,Itga3_Itgb1,mouseconsensus
P02462,COMPLEX:P05556_P56199,Col4a1,Itga1_Itgb1,mouseconsensus
P02462,COMPLEX:P05556_Q13797,Col4a1,Itga9_Itgb1,mouseconsensus
P02462,COMPLEX:P05556_Q9UKX5,Col4a1,Itga11_Itgb1,mouseconsensus
P02462,COMPLEX:P06756_P26012,Col4a1,Itgav_Itgb8,mouseconsensus
P02462,P16070,Col4a1,Cd44,mouseconsensus
P02462,P18827,Col4a1,Sdc1,mouseconsensus
P02462,Q08722,Col4a1,Cd47,mouseconsensus
P02462,Q9HCN6,Col4a1,Gp6,mouseconsensus
P02462,Q9NPY3,Col4a1,Cd93,mouseconsensus
P02751,COMPLEX:P05106_P06756,Fn1,Itgav_Itgb3,mouseconsensus
P02751,COMPLEX:P05106_P08514,Fn1,Itga2b_Itgb3,mouseconsensus
P02751,COMPLEX:P05556_P06756,Fn1,Itgav_Itgb1,mouseconsensus
P02751,COMPLEX:P05556_P08648,Fn1,Itga5_Itgb1,mouseconsensus
P02751,COMPLEX:P05556_P13612,Fn1,Itga4_Itgb1,mouseconsensus
P02751,COMPLEX:P05556_P26006,Fn1,Itga3_Itgb1,mouseconsensus
P02751,COMPLEX:P05556_P53708,Fn1,Itga8_Itgb1,mouseconsensus
P02751,COMPLEX:P06756_P18564,Fn1,Itgav_Itgb6,mouseconsensus
P02751,COMPLEX:P06756_P26012,Fn1,Itgav_Itgb8,mouseconsensus
P02751,COMPLEX:P13612_P26010,Fn1,Itga4_Itgb7,mouseconsensus
P02751,O00300,Fn1,Tnfrsf11b,mouseconsensus
P02751,P11912,Fn1,Cd79a,mouseconsensus
P02751,P16070,Fn1,Cd44,mouseconsensus
P02751,P16473,Fn1,Tshr,mouseconsensus
P02751,P17301,Fn1,Itga2,mouseconsensus
P02751,P18827,Fn1,Sdc1,mouseconsensus
P02751,P21730,Fn1,C5ar1,mouseconsensus
P02751,P23229,Fn1,Itga6,mouseconsensus
P02751,P34741,Fn1,Sdc2,mouseconsensus
P02751,P35916,Fn1,Flt4,mouseconsensus
P02751,Q03405,Fn1,Plaur,mouseconsensus
P02751,Q13797,Fn1,Itga9,mouseconsensus
P02751,Q8NAC3,Fn1,Il17rc,mouseconsensus
P02751,Q8WZ75,Fn1,Robo4,mouseconsensus
P04004,COMPLEX:P05106_P06756,Vtn,Itgav_Itgb3,mouseconsensus
P04004,COMPLEX:P05106_P08514,Vtn,Itga2b_Itgb3,mouseconsensus
P04004,COMPLEX:P05556_P06756,Vtn,Itgav_Itgb1,mouseconsensus
P04004,COMPLEX:P05556_P53708,Vtn,Itga8_Itgb1,mouseconsensus
P04004,COMPLEX:P06756_P18084,Vtn,Itgav_Itgb5,mouseconsensus
P04004,COMPLEX:P06756_P26012,Vtn,Itgav_Itgb8,mouseconsensus
P04004,O00300,Vtn,Tnfrsf11b,mouseconsensus
P04004,P08648,Vtn,Itga5,mouseconsensus
P04004,P18564,Vtn,Itgb6,mouseconsensus
P04004,P26006,Vtn,Itga3,mouseconsensus
P04004,P35968,Vtn,Kdr,mouseconsensus
P04004,Q03405,Vtn,Plaur,mouseconsensus
P04004,Q08722,Vtn,Cd47,mouseconsensus
P04275,COMPLEX:P05106_P06756,Vwf,Itgav_Itgb3,mouseconsensus
P04275,COMPLEX:P05106_P08514,Vwf,Itga2b_Itgb3,mouseconsensus
P04275,COMPLEX:P07359_P13224,Vwf,Gp1ba_Gp1bb,mouseconsensus
P04275,O00300,Vwf,Tnfrsf11b,mouseconsensus
P04275,P16109,Vwf,Selp,mouseconsensus
P04275,P78324,Vwf,Sirpa,mouseconsensus
P04275,Q07954,Vwf,Lrp1,mouseconsensus
P04275,Q6ZMJ2,Vwf,Scara5,mouseconsensus
P04275,Q8WWQ8,Vwf,Stab2,mouseconsensus
P07942,COMPLEX:P05556_P17301,Lamb1,Itga2_Itgb1,mouseconsensus
P07942,COMPLEX:P05556_P23229,Lamb1,Itga6_Itgb1,mouseconsensus
P07942,COMPLEX:P05556_P26006,Lamb1,Itga3_Itgb1,mouseconsensus
P07942,COMPLEX:P05556_Q13683,Lamb1,Itga7_Itgb1,mouseconsensus
P07942,COMPLEX:P05556_Q13797,Lamb1,Itga9_Itgb1,mouseconsensus
P07942,COMPLEX:P06756_P26012,Lamb1,Itgav_Itgb8,mouseconsensus
P07942,COMPLEX:P16144_P23229,Lamb1,Itga6_Itgb4,mouseconsensus
P07942,P16070,Lamb1,Cd44,mouseconsensus
P07942,P56199,Lamb1,Itga1,mouseconsensus
P07942,Q14118,Lamb1,Dag1,mouseconsensus
P08123,COMPLEX:O75578_P05556,Col1a2,Itga10_Itgb1,mouseconsensus
P08123,COMPLEX:P05556_P17301,Col1a2,Itga2_Itgb1,mouseconsensus
P08123,COMPLEX:P05556_P26006,Col1a2,Itga3_Itgb1,mouseconsensus
P08123,COMPLEX:P05556_P56199,Col1a2,Itga1_Itgb1,mouseconsensus
P08123,COMPLEX:P05556_Q13797,Col1a2,Itga9_Itgb1,mouseconsensus
P08123,COMPLEX:P05556_Q9UKX5,Col1a2,Itga11_Itgb1,mouseconsensus
P08123,COMPLEX:P06756_P26012,Col1a2,Itgav_Itgb8,mouseconsensus
P08123,P05106,Col1a2,Itgb3,mouseconsensus
P08123,P08514,Col1a2,Itga2b,mouseconsensus
P08123,P16070,Col1a2,Cd44,mouseconsensus
P08123,P16671,Col1a2,Cd36,mouseconsensus
P08123,P18827,Col1a2,Sdc1,mouseconsensus
P08123,P35916,Col1a2,Flt4,mouseconsensus
P08123,Q9HCN6,Col1a2,Gp6,mouseconsensus
P08123,Q9NPY3,Col1a2,Cd93,mouseconsensus
P08572,COMPLEX:O75578_P05556,Col4a2,Itga10_Itgb1,mouseconsensus
P08572,COMPLEX:P05556_P17301,Col4a2,Itga2_Itgb1,mouseconsensus
P08572,COMPLEX:P05556_P26006,Col4a2,Itga3_Itgb1,mouseconsensus
P08572,COMPLEX:P05556_P56199,Col4a2,Itga1_Itgb1,mouseconsensus
P08572,COMPLEX:P05556_Q13797,Col4a2,Itga9_Itgb1,mouseconsensus
P08572,COMPLEX:P05556_Q9UKX5,Col4a2,Itga11_Itgb1,mouseconsensus
P08572,COMPLEX:P06756_P26012,Col4a2,Itgav_Itgb8,mouseconsensus
P08572,P05106,Col4a2,Itgb3,mouseconsensus
P08572,P16070,Col4a2,Cd44,mouseconsensus
P08572,P18084,Col4a2,Itgb5,mouseconsensus
P08572,P18827,Col4a2,Sdc1,mouseconsensus
P08572,Q9HCN6,Col4a2,Gp6,mouseconsensus
P08572,Q9NPY3,Col4a2,Cd93,mouseconsensus
P11047,COMPLEX:P05556_P17301,Lamc1,Itga2_Itgb1,mouseconsensus
P11047,COMPLEX:P05556_P23229,Lamc1,Itga6_Itgb1,mouseconsensus
P11047,COMPLEX:P05556_P26006,Lamc1,Itga3_Itgb1,mouseconsensus
P11047,COMPLEX:P05556_Q13683,Lamc1,Itga7_Itgb1,mouseconsensus
P11047,COMPLEX:P05556_Q13797,Lamc1,Itga9_Itgb1,mouseconsensus
P11047,COMPLEX:P06756_P26012,Lamc1,Itgav_Itgb8,mouseconsensus
P11047,COMPLEX:P16144_P23229,Lamc1,Itga6_Itgb4,mouseconsensus
P11047,P16070,Lamc1,Cd44,mouseconsensus
P11047,P56199,Lamc1,Itga1,mouseconsensus
P11047,Q14118,Lamc1,Dag1,mouseconsensus
P12109,COMPLEX:O75578_P05556,Col6a1,Itga10_Itgb1,mouseconsensus
P12109,COMPLEX:P05556_P17301,Col6a1,Itga2_Itgb1,mouseconsensus
P12109,COMPLEX:P05556_P26006,Col6a1,Itga3_Itgb1,mouseconsensus
P12109,COMPLEX:P05556_P56199,Col6a1,Itga1_Itgb1,mouseconsensus
P12109,COMPLEX:P05556_Q13797,Col6a1,Itga9_Itgb1,mouseconsensus
P12109,COMPLEX:P05556_Q9UKX5,Col6a1,Itga11_Itgb1,mouseconsensus
P12109,COMPLEX:P06756_P26012,Col6a1,Itgav_Itgb8,mouseconsensus
P12109,P16070,Col6a1,Cd44,mouseconsensus
P12109,P18827,Col6a1,Sdc1,mouseconsensus
P12109,P23229,Col6a1,Itga6,mouseconsensus
P12109,Q9HCN6,Col6a1,Gp6,mouseconsensus
P12110,COMPLEX:O75578_P05556,Col6a2,Itga10_Itgb1,mouseconsensus
P12110,COMPLEX:P05556_P17301,Col6a2,Itga2_Itgb1,mouseconsensus
P12110,COMPLEX:P05556_P26006,Col6a2,Itga3_Itgb1,mouseconsensus
P12110,COMPLEX:P05556_P56199,Col6a2,Itga1_Itgb1,mouseconsensus
P12110,COMPLEX:P05556_Q13797,Col6a2,Itga9_Itgb1,mouseconsensus
P12110,COMPLEX:P05556_Q9UKX5,Col6a2,Itga11_Itgb1,mouseconsensus
P12110,COMPLEX:P06756_P26012,Col6a2,Itgav_Itgb8,mouseconsensus
P12110,P16070,Col6a2,Cd44,mouseconsensus
P12110,P18827,Col6a2,Sdc1,mouseconsensus
P12110,Q9HCN6,Col6a2,Gp6,mouseconsensus
P12111,COMPLEX:O75578_P05556,Col6a3,Itga10_Itgb1,mouseconsensus
P12111,COMPLEX:P05556_P17301,Col6a3,Itga2_Itgb1,mouseconsensus
P12111,COMPLEX:P05556_P26006,Col6a3,Itga3_Itgb1,mouseconsensus
P12111,COMPLEX:P05556_P56199,Col6a3,Itga1_Itgb1,mouseconsensus
P12111,COMPLEX:P05556_Q13797,Col6a3,Itga9_Itgb1,mouseconsensus
P12111,COMPLEX:P05556_Q9UKX5,Col6a3,Itga11_Itgb1,mouseconsensus
P12111,COMPLEX:P06756_P26012,Col6a3,Itgav_Itgb8,mouseconsensus
P12111,P16070,Col6a3,Cd44,mouseconsensus
P12111,P18827,Col6a3,Sdc1,mouseconsensus
P12111,Q9HCN6,Col6a3,Gp6,mouseconsensus
P20849,COMPLEX:O75578_P05556,Col9a1,Itga10_Itgb1,mouseconsensus
P20849,COMPLEX:P05556_P17301,Col9a1,Itga2_Itgb1,mouseconsensus
P20849,COMPLEX:P05556_P26006,Col9a1,Itga3_Itgb1,mouseconsensus
P20849,COMPLEX:P05556_P56199,Col9a1,Itga1_Itgb1,mouseconsensus
P20849,COMPLEX:P05556_Q13797,Col9a1,Itga9_Itgb1,mouseconsensus
P20849,COMPLEX:P05556_Q9UKX5,Col9a1,Itga11_Itgb1,mouseconsensus
P20849,COMPLEX:P06756_P26012,Col9a1,Itgav_Itgb8,mouseconsensus
P20849,P16070,Col9a1,Cd44,mouseconsensus
P20849,P18827,Col9a1,Sdc1,mouseconsensus
P20849,Q9HCN6,Col9a1,Gp6,mouseconsensus
P21815,COMPLEX:P05106_P06756,Ibsp,Itgav_Itgb3,mouseconsensus
P21815,COMPLEX:P06756_P18084,Ibsp,Itgav_Itgb5,mouseconsensus
P22105,COMPLEX:P05106_P06756,Tnxb,Itgav_Itgb3,mouseconsensus
P22105,COMPLEX:P05106_P08514,Tnxb,Itga2b_Itgb3,mouseconsensus
P22105,COMPLEX:P05556_P53708,Tnxb,Itga8_Itgb1,mouseconsensus
P22105,COMPLEX:P05556_Q13797,Tnxb,Itga9_Itgb1,mouseconsensus
P22105,COMPLEX:P06756_P18564,Tnxb,Itgav_Itgb6,mouseconsensus
P22105,P18827,Tnxb,Sdc1,mouseconsensus
P24043,COMPLEX:P05556_P17301,Lama2,Itga2_Itgb1,mouseconsensus
P24043,COMPLEX:P05556_P23229,Lama2,Itga6_Itgb1,mouseconsensus
P24043,COMPLEX:P05556_P26006,Lama2,Itga3_Itgb1,mouseconsensus
P24043,COMPLEX:P05556_Q13683,Lama2,Itga7_Itgb1,mouseconsensus
P24043,COMPLEX:P05556_Q13797,Lama2,Itga9_Itgb1,mouseconsensus
P24043,COMPLEX:P06756_P26012,Lama2,Itgav_Itgb8,mouseconsensus
P24043,COMPLEX:P16144_P23229,Lama2,Itga6_Itgb4,mouseconsensus
P24043,P08865,Lama2,Rpsa,mouseconsensus
P24043,P16070,Lama2,Cd44,mouseconsensus
P24043,P56199,Lama2,Itga1,mouseconsensus
P24043,Q14118,Lama2,Dag1,mouseconsensus
P24821,COMPLEX:P05106_P06756,Tnc,Itgav_Itgb3,mouseconsensus
P24821,COMPLEX:P05106_P08514,Tnc,Itga2b_Itgb3,mouseconsensus
P24821,COMPLEX:P05556_P53708,Tnc,Itga8_Itgb1,mouseconsensus
P24821,COMPLEX:P05556_Q13797,Tnc,Itga9_Itgb1,mouseconsensus
P24821,COMPLEX:P06756_P18564,Tnc,Itgav_Itgb6,mouseconsensus
P24821,P00533,Tnc,Egfr,mouseconsensus
P24821,P08648,Tnc,Itga5,mouseconsensus
P24821,P17301,Tnc,Itga2,mouseconsensus
P24821,P18827,Tnc,Sdc1,mouseconsensus
P24821,P23467,Tnc,Ptprb,mouseconsensus
P24821,P23471,Tnc,Ptprz1,mouseconsensus
P24821,Q12860,Tnc,Cntn1,mouseconsensus
P24821,Q13683,Tnc,Itga7,mouseconsensus
P25391,COMPLEX:P05556_P17301,Lama1,Itga2_Itgb1,mouseconsensus
P25391,COMPLEX:P05556_P23229,Lama1,Itga6_Itgb1,mouseconsensus
P25391,COMPLEX:P05556_P26006,Lama1,Itga3_Itgb1,mouseconsensus
P25391,COMPLEX:P05556_Q13683,Lama1,Itga7_Itgb1,mouseconsensus
P25391,COMPLEX:P05556_Q13797,Lama1,Itga9_Itgb1,mouseconsensus
P25391,COMPLEX:P06756_P26012,Lama1,Itgav_Itgb8,mouseconsensus
P25391,COMPLEX:P16144_P23229,Lama1,Itga6_Itgb4,mouseconsensus
P25391,P08865,Lama1,Rpsa,mouseconsensus
P25391,P16070,Lama1,Cd44,mouseconsensus
P25391,P34741,Lama1,Sdc2,mouseconsensus
P25391,P35052,Lama1,Gpc1,mouseconsensus
P25391,P56199,Lama1,Itga1,mouseconsensus
P25391,Q14118,Lama1,Dag1,mouseconsensus
P29400,COMPLEX:O75578_P05556,Col4a5,Itga10_Itgb1,mouseconsensus
P29400,COMPLEX:P05556_P17301,Col4a5,Itga2_Itgb1,mouseconsensus
P29400,COMPLEX:P05556_P26006,Col4a5,Itga3_Itgb1,mouseconsensus
P29400,COMPLEX:P05556_P56199,Col4a5,Itga1_Itgb1,mouseconsensus
P29400,COMPLEX:P05556_Q13797,Col4a5,Itga9_Itgb1,mouseconsensus
P29400,COMPLEX:P05556_Q9UKX5,Col4a5,Itga11_Itgb1,mouseconsensus
P29400,COMPLEX:P06756_P26012,Col4a5,Itgav_Itgb8,mouseconsensus
P29400,P16070,Col4a5,Cd44,mouseconsensus
P29400,P18827,Col4a5,Sdc1,mouseconsensus
P29400,Q08722,Col4a5,Cd47,mouseconsensus
P29400,Q9HCN6,Col4a5,Gp6,mouseconsensus
P29400,Q9NPY3,Col4a5,Cd93,mouseconsensus
P35442,COMPLEX:P05106_P06756,Thbs2,Itgav_Itgb3,mouseconsensus
P35442,COMPLEX:P05556_P26006,Thbs2,Itga3_Itgb1,mouseconsensus
P35442,P13612,Thbs2,Itga4,mouseconsensus
P35442,P16671,Thbs2,Cd36,mouseconsensus
P35442,P18827,Thbs2,Sdc1,mouseconsensus
P35442,P23229,Thbs2,Itga6,mouseconsensus
P35442,Q08722,Thbs2,Cd47,mouseconsensus
P35442,Q99466,Thbs2,Notch4,mouseconsensus
P35442,Q9UM47,Thbs2,Notch3,mouseconsensus
P35443,COMPLEX:P05106_P06756,Thbs4,Itgav_Itgb3,mouseconsensus
P35443,COMPLEX:P05556_P26006,Thbs4,Itga3_Itgb1,mouseconsensus
P35443,P16671,Thbs4,Cd36,mouseconsensus
P35443,P18827,Thbs4,Sdc1,mouseconsensus
P35443,Q08722,Thbs4,Cd47,mouseconsensus
P49746,COMPLEX:P05106_P06756,Thbs3,Itgav_Itgb3,mouseconsensus
P49746,COMPLEX:P05556_P26006,Thbs3,Itga3_Itgb1,mouseconsensus
P49747,COMPLEX:P05106_P06756,Comp,Itgav_Itgb3,mouseconsensus
P49747,COMPLEX:P05556_P26006,Comp,Itga3_Itgb1,mouseconsensus
P49747,P08648,Comp,Itga5,mouseconsensus
P49747,P16671,Comp,Cd36,mouseconsensus
P49747,P18827,Comp,Sdc1,mouseconsensus
P49747,Q08722,Comp,Cd47,mouseconsensus
P53420,COMPLEX:O75578_P05556,Col4a4,Itga10_Itgb1,mouseconsensus
P53420,COMPLEX:P05556_P17301,Col4a4,Itga2_Itgb1,mouseconsensus
P53420,COMPLEX:P05556_P26006,Col4a4,Itga3_Itgb1,mouseconsensus
P53420,COMPLEX:P05556_P56199,Col4a4,Itga1_Itgb1,mouseconsensus
P53420,COMPLEX:P05556_Q13797,Col4a4,Itga9_Itgb1,mouseconsensus
P53420,COMPLEX:P05556_Q9UKX5,Col4a4,Itga11_Itgb1,mouseconsensus
P53420,COMPLEX:P06756_P26012,Col4a4,Itgav_Itgb8,mouseconsensus
P53420,P05106,Col4a4,Itgb3,mouseconsensus
P53420,P16070,Col4a4,Cd44,mouseconsensus
P53420,P18827,Col4a4,Sdc1,mouseconsensus
P53420,Q08722,Col4a4,Cd47,mouseconsensus
P53420,Q9HCN6,Col4a4,Gp6,mouseconsensus
P53420,Q9NPY3,Col4a4,Cd93,mouseconsensus
P55268,COMPLEX:P05556_P17301,Lamb2,Itga2_Itgb1,mouseconsensus
P55268,COMPLEX:P05556_P23229,Lamb2,Itga6_Itgb1,mouseconsensus
P55268,COMPLEX:P05556_P26006,Lamb2,Itga3_Itgb1,mouseconsensus
P55268,COMPLEX:P05556_Q13683,Lamb2,Itga7_Itgb1,mouseconsensus
P55268,COMPLEX:P05556_Q13797,Lamb2,Itga9_Itgb1,mouseconsensus
P55268,COMPLEX:P06756_P26012,Lamb2,Itgav_Itgb8,mouseconsensus
P55268,COMPLEX:P16144_P23229,Lamb2,Itga6_Itgb4,mouseconsensus
P55268,P08865,Lamb2,Rpsa,mouseconsensus
P55268,P16070,Lamb2,Cd44,mouseconsensus
P55268,Q14118,Lamb2,Dag1,mouseconsensus
P78509,COMPLEX:P05556_P26006,Reln,Itga3_Itgb1,mouseconsensus
P78509,P98155,Reln,Vldlr,mouseconsensus
P78509,Q14114,Reln,Lrp8,mouseconsensus
P98160,P05556,Hspg2,Itgb1,mouseconsensus
P98160,P11362,Hspg2,Fgfr1,mouseconsensus
P98160,P17301,Hspg2,Itga2,mouseconsensus
P98160,P18827,Hspg2,Sdc1,mouseconsensus
P98160,P98164,Hspg2,Lrp2,mouseconsensus
P98160,Q07954,Hspg2,Lrp1,mouseconsensus
P98160,Q13332,Hspg2,Ptprs,mouseconsensus
P98160,Q14118,Hspg2,Dag1,mouseconsensus
Q01955,COMPLEX:O75578_P05556,Col4a3,Itga10_Itgb1,mouseconsensus
Q01955,COMPLEX:P05556_P17301,Col4a3,Itga2_Itgb1,mouseconsensus
Q01955,COMPLEX:P05556_P26006,Col4a3,Itga3_Itgb1,mouseconsensus
Q01955,COMPLEX:P05556_P56199,Col4a3,Itga1_Itgb1,mouseconsensus
Q01955,COMPLEX:P05556_Q13797,Col4a3,Itga9_Itgb1,mouseconsensus
Q01955,COMPLEX:P05556_Q9UKX5,Col4a3,Itga11_Itgb1,mouseconsensus
Q01955,COMPLEX:P06756_P26012,Col4a3,Itgav_Itgb8,mouseconsensus
Q01955,P05106,Col4a3,Itgb3,mouseconsensus
Q01955,P16070,Col4a3,Cd44,mouseconsensus
Q01955,P18827,Col4a3,Sdc1,mouseconsensus
Q01955,Q08722,Col4a3,Cd47,mouseconsensus
Q01955,Q9HCN6,Col4a3,Gp6,mouseconsensus
Q01955,Q9NPY3,Col4a3,Cd93,mouseconsensus
