source,target,source_genesymbol,target_genesymbol,resource
COMPLEX:P09603_Q6ZMJ4,P07333,Csf1_Il34,Csf1r,mouseconsensus
COMPLEX:P29459_P29460,COMPLEX:P42701_Q99665,Il12a_Il12b,Il12rb1_Il12rb2,mouseconsensus
COMPLEX:P29459_Q14213,COMPLEX:P40189_Q99665,Ebi3_Il12a,Il12rb2_Il6st,mouseconsensus
COMPLEX:P29459_Q8NEV9,COMPLEX:Q6UWB1_Q99665,Il12a_Il27,Il12rb2_Il27ra,mouseconsensus
COMPLEX:P29460_Q9NPF7,COMPLEX:P42701_Q5VWK5,Il12b_Il23a,Il12rb1_Il23r,mouseconsensus
COMPLEX:Q14213_Q8NEV9,COMPLEX:P40189_Q6UWB1,Ebi3_Il27,Il27ra_Il6st,mouseconsensus
COMPLEX:Q16552_Q96PD4,COMPLEX:Q8NAC3_Q96F46,Il17a_Il17f,Il17ra_Il17rc,mouseconsensus
O00175,P41597,Ccl24,Ccr2,mouseconsensus
O00175,P51677,Ccl24,Ccr3,mouseconsensus
O00230,P08913,Cort,Adra2a,mouseconsensus
O00230,P30872,Cort,Sstr1,mouseconsensus
O00230,P30874,Cort,Sstr2,mouseconsensus
O00230,P31391,Cort,Sstr4,mouseconsensus
O00230,P32745,Cort,Sstr3,mouseconsensus
O00230,P35346,Cort,Sstr5,mouseconsensus
O00230,P48039,Cort,Mtnr1a,mouseconsensus
O00230,Q14831,Cort,Grm7,mouseconsensus
O00230,Q92847,Cort,Ghsr,mouseconsensus
O00253,O75056,Agrp,Sdc3,mouseconsensus
O00253,P32245,Agrp,Mc4r,mouseconsensus
O00253,P33032,Agrp,Mc5r,mouseconsensus
O00253,P41968,Agrp,Mc3r,mouseconsensus
O00292,P27037,Lefty2,Acvr2a,mouseconsensus
O00292,P36896,Lefty2,Acvr1b,mouseconsensus
O00292,Q13705,Lefty2,Acvr2b,mouseconsensus
O00585,P08913,Ccl21b,Adra2a,mouseconsensus
O00585,P32248,Ccl21b,Ccr7,mouseconsensus
O00585,P46092,Ccl21b,Ccr10,mouseconsensus
O00585,P48039,Ccl21b,Mtnr1a,mouseconsensus
O00585,P49682,Ccl21b,Cxcr3,mouseconsensus
O00585,Q14831,Ccl21b,Grm7,mouseconsensus
O00585,Q9NPB9,Ccl21b,Ackr4,mouseconsensus
O00626,P51679,Ccl22,Ccr4,mouseconsensus
O00634,Q4KMG0,Ntn3,Cdon,mouseconsensus
O00634,Q92859,Ntn3,Neo1,mouseconsensus
O00744,COMPLEX:O00144_O75197,Wnt10b,Fzd9_Lrp5,mouseconsensus
O00744,COMPLEX:O00144_O75581,Wnt10b,Fzd9_Lrp6,mouseconsensus
O00744,COMPLEX:O60353_O75197,Wnt10b,Fzd6_Lrp5,mouseconsensus
O00744,COMPLEX:O60353_O75581,Wnt10b,Fzd6_Lrp6,mouseconsensus
O00744,COMPLEX:O75084_O75197,Wnt10b,Fzd7_Lrp5,mouseconsensus
O00744,COMPLEX:O75084_O75581,Wnt10b,Fzd7_Lrp6,mouseconsensus
O00744,COMPLEX:O75197_Q13467,Wnt10b,Fzd5_Lrp5,mouseconsensus
O00744,COMPLEX:O75197_Q14332,Wnt10b,Fzd2_Lrp5,mouseconsensus
O00744,COMPLEX:O75197_Q9H461,Wnt10b,Fzd8_Lrp5,mouseconsensus
O00744,COMPLEX:O75197_Q9NPG1,Wnt10b,Fzd3_Lrp5,mouseconsensus
O00744,COMPLEX:O75197_Q9ULV1,Wnt10b,Fzd4_Lrp5,mouseconsensus
O00744,COMPLEX:O75197_Q9ULW2,Wnt10b,Fzd10_Lrp5,mouseconsensus
O00744,COMPLEX:O75197_Q9UP38,Wnt10b,Fzd1_Lrp5,mouseconsensus
O00744,COMPLEX:O75581_Q13467,Wnt10b,Fzd5_Lrp6,mouseconsensus
O00744,COMPLEX:O75581_Q14332,Wnt10b,Fzd2_Lrp6,mouseconsensus
O00744,COMPLEX:O75581_Q9H461,Wnt10b,Fzd8_Lrp6,mouseconsensus
O00744,COMPLEX:O75581_Q9NPG1,Wnt10b,Fzd3_Lrp6,mouseconsensus
O00744,COMPLEX:O75581_Q9ULV1,Wnt10b,Fzd4_Lrp6,mouseconsensus
O00744,COMPLEX:O75581_Q9ULW2,Wnt10b,Fzd10_Lrp6,mouseconsensus
O00744,COMPLEX:O75581_Q9UP38,Wnt10b,Fzd1_Lrp6,mouseconsensus
O00755,COMPLEX:O00144_O75197,Wnt7a,Fzd9_Lrp5,mouseconsensus
O00755,COMPLEX:O00144_O75581,Wnt7a,Fzd9_Lrp6,mouseconsensus
O00755,COMPLEX:O60353_O75197,Wnt7a,Fzd6_Lrp5,mouseconsensus
O00755,COMPLEX:O60353_O75581,Wnt7a,Fzd6_Lrp6,mouseconsensus
O00755,COMPLEX:O75084_O75197,Wnt7a,Fzd7_Lrp5,mouseconsensus
O00755,COMPLEX:O75084_O75581,Wnt7a,Fzd7_Lrp6,mouseconsensus
O00755,COMPLEX:O75197_Q13467,Wnt7a,Fzd5_Lrp5,mouseconsensus
O00755,COMPLEX:O75197_Q14332,Wnt7a,Fzd2_Lrp5,mouseconsensus
O00755,COMPLEX:O75197_Q9H461,Wnt7a,Fzd8_Lrp5,mouseconsensus
O00755,COMPLEX:O75197_Q9NPG1,Wnt7a,Fzd3_Lrp5,mouseconsensus
O00755,COMPLEX:O75197_Q9ULV1,Wnt7a,Fzd4_Lrp5,mouseconsensus
O00755,COMPLEX:O75197_Q9ULW2,Wnt7a,Fzd10_Lrp5,mouseconsensus
O00755,COMPLEX:O75197_Q9UP38,Wnt7a,Fzd1_Lrp5,mouseconsensus
O00755,COMPLEX:O75581_Q13467,Wnt7a,Fzd5_Lrp6,mouseconsensus
O00755,COMPLEX:O75581_Q14332,Wnt7a,Fzd2_Lrp6,mouseconsensus
O00755,COMPLEX:O75581_Q9H461,Wnt7a,Fzd8_Lrp6,mouseconsensus
O00755,COMPLEX:O75581_Q9NPG1,Wnt7a,Fzd3_Lrp6,mouseconsensus
O00755,COMPLEX:O75581_Q9ULV1,Wnt7a,Fzd4_Lrp6,mouseconsensus
O00755,COMPLEX:O75581_Q9ULW2,Wnt7a,Fzd10_Lrp6,mouseconsensus
O00755,COMPLEX:O75581_Q9UP38,Wnt7a,Fzd1_Lrp6,mouseconsensus
O00755,O95980,Wnt7a,Reck,mouseconsensus
O00755,P01130,Wnt7a,Ldlr,mouseconsensus
O14793,COMPLEX:P27037_P36896,Mstn,Acvr1b_Acvr2a,mouseconsensus
O14793,COMPLEX:P27037_P36897,Mstn,Acvr2a_Tgfbr1,mouseconsensus
O14793,COMPLEX:P36896_Q13705,Mstn,Acvr1b_Acvr2b,mouseconsensus
O14793,COMPLEX:P36897_Q13705,Mstn,Acvr2b_Tgfbr1,mouseconsensus
O14904,COMPLEX:O00144_O75197,Wnt9a,Fzd9_Lrp5,mouseconsensus
O14904,COMPLEX:O00144_O75581,Wnt9a,Fzd9_Lrp6,mouseconsensus
O14904,COMPLEX:O60353_O75197,Wnt9a,Fzd6_Lrp5,mouseconsensus
O14904,COMPLEX:O60353_O75581,Wnt9a,Fzd6_Lrp6,mouseconsensus
O14904,COMPLEX:O75084_O75197,Wnt9a,Fzd7_Lrp5,mouseconsensus
O14904,COMPLEX:O75084_O75581,Wnt9a,Fzd7_Lrp6,mouseconsensus
O14904,COMPLEX:O75197_Q13467,Wnt9a,Fzd5_Lrp5,mouseconsensus
O14904,COMPLEX:O75197_Q14332,Wnt9a,Fzd2_Lrp5,mouseconsensus
O14904,COMPLEX:O75197_Q9H461,Wnt9a,Fzd8_Lrp5,mouseconsensus
O14904,COMPLEX:O75197_Q9NPG1,Wnt9a,Fzd3_Lrp5,mouseconsensus
O14904,COMPLEX:O75197_Q9ULV1,Wnt9a,Fzd4_Lrp5,mouseconsensus
O14904,COMPLEX:O75197_Q9ULW2,Wnt9a,Fzd10_Lrp5,mouseconsensus
O14904,COMPLEX:O75197_Q9UP38,Wnt9a,Fzd1_Lrp5,mouseconsensus
O14904,COMPLEX:O75581_Q13467,Wnt9a,Fzd5_Lrp6,mouseconsensus
O14904,COMPLEX:O75581_Q14332,Wnt9a,Fzd2_Lrp6,mouseconsensus
O14904,COMPLEX:O75581_Q9H461,Wnt9a,Fzd8_Lrp6,mouseconsensus
O14904,COMPLEX:O75581_Q9NPG1,Wnt9a,Fzd3_Lrp6,mouseconsensus
O14904,COMPLEX:O75581_Q9ULV1,Wnt9a,Fzd4_Lrp6,mouseconsensus
O14904,COMPLEX:O75581_Q9ULW2,Wnt9a,Fzd10_Lrp6,mouseconsensus
O14904,COMPLEX:O75581_Q9UP38,Wnt9a,Fzd1_Lrp6,mouseconsensus
O14905,COMPLEX:O00144_O75197,Wnt9b,Fzd9_Lrp5,mouseconsensus
O14905,COMPLEX:O00144_O75581,Wnt9b,Fzd9_Lrp6,mouseconsensus
O14905,COMPLEX:O60353_O75197,Wnt9b,Fzd6_Lrp5,mouseconsensus
O14905,COMPLEX:O60353_O75581,Wnt9b,Fzd6_Lrp6,mouseconsensus
O14905,COMPLEX:O75084_O75197,Wnt9b,Fzd7_Lrp5,mouseconsensus
O14905,COMPLEX:O75084_O75581,Wnt9b,Fzd7_Lrp6,mouseconsensus
O14905,COMPLEX:O75197_Q13467,Wnt9b,Fzd5_Lrp5,mouseconsensus
O14905,COMPLEX:O75197_Q14332,Wnt9b,Fzd2_Lrp5,mouseconsensus
O14905,COMPLEX:O75197_Q9H461,Wnt9b,Fzd8_Lrp5,mouseconsensus
O14905,COMPLEX:O75197_Q9NPG1,Wnt9b,Fzd3_Lrp5,mouseconsensus
O14905,COMPLEX:O75197_Q9ULV1,Wnt9b,Fzd4_Lrp5,mouseconsensus
O14905,COMPLEX:O75197_Q9ULW2,Wnt9b,Fzd10_Lrp5,mouseconsensus
O14905,COMPLEX:O75197_Q9UP38,Wnt9b,Fzd1_Lrp5,mouseconsensus
O14905,COMPLEX:O75581_Q13467,Wnt9b,Fzd5_Lrp6,mouseconsensus
O14905,COMPLEX:O75581_Q14332,Wnt9b,Fzd2_Lrp6,mouseconsensus
O14905,COMPLEX:O75581_Q9H461,Wnt9b,Fzd8_Lrp6,mouseconsensus
O14905,COMPLEX:O75581_Q9NPG1,Wnt9b,Fzd3_Lrp6,mouseconsensus
O14905,COMPLEX:O75581_Q9ULV1,Wnt9b,Fzd4_Lrp6,mouseconsensus
O14905,COMPLEX:O75581_Q9ULW2,Wnt9b,Fzd10_Lrp6,mouseconsensus
O14905,COMPLEX:O75581_Q9UP38,Wnt9b,Fzd1_Lrp6,mouseconsensus
O15041,O14786,Sema3e,Nrp1,mouseconsensus
O15041,Q9Y4D7,Sema3e,Plxnd1,mouseconsensus
O15123,COMPLEX:P05556_P08648,Angpt2,Itga5_Itgb1,mouseconsensus
O15123,P35590,Angpt2,Tie1,mouseconsensus
O15123,Q02763,Angpt2,Tek,mouseconsensus
O15130,Q9GZQ6,Npff,Npffr1,mouseconsensus
O15130,Q9Y5X5,Npff,Npffr2,mouseconsensus
O15240,P04629,Vgf,Ntrk1,mouseconsensus
O15444,P08913,Ccl25,Adra2a,mouseconsensus
O15444,P46092,Ccl25,Ccr10,mouseconsensus
O15444,P48039,Ccl25,Mtnr1a,mouseconsensus
O15444,P51686,Ccl25,Ccr9,mouseconsensus
O15444,Q14831,Ccl25,Grm7,mouseconsensus
O15444,Q9NPB9,Ccl25,Ackr4,mouseconsensus
O15520,P11362,Fgf10,Fgfr1,mouseconsensus
O15520,P21802,Fgf10,Fgfr2,mouseconsensus
O15520,Q8N441,Fgf10,Fgfrl1,mouseconsensus
O43320,P11362,Fgf16,Fgfr1,mouseconsensus
O43320,P21802,Fgf16,Fgfr2,mouseconsensus
O43320,P22455,Fgf16,Fgfr4,mouseconsensus
O43320,P22607,Fgf16,Fgfr3,mouseconsensus
O43323,COMPLEX:Q13635_Q99835,Dhh,Ptch1_Smo,mouseconsensus
O43323,COMPLEX:Q99835_Q9Y6C5,Dhh,Ptch2_Smo,mouseconsensus
O43323,Q4KMG0,Dhh,Cdon,mouseconsensus
O43323,Q9BWV1,Dhh,Boc,mouseconsensus
O43612,O43613,Hcrt,Hcrtr1,mouseconsensus
O43612,O43614,Hcrt,Hcrtr2,mouseconsensus
O43612,Q9Y5X5,Hcrt,Npffr2,mouseconsensus
O43827,O75022,Angptl7,Pirb,mouseconsensus
O43854,P05106,Edil3,Itgb3,mouseconsensus
O43854,P06756,Edil3,Itgav,mouseconsensus
O43854,P18084,Edil3,Itgb5,mouseconsensus
O43866,P06127,Cd5l,Cd5,mouseconsensus
O43927,P08913,Cxcl13,Adra2a,mouseconsensus
O43927,P32302,Cxcl13,Cxcr5,mouseconsensus
O43927,P46092,Cxcl13,Ccr10,mouseconsensus
O43927,P48039,Cxcl13,Mtnr1a,mouseconsensus
O43927,P49682,Cxcl13,Cxcr3,mouseconsensus
O43927,Q14831,Cxcl13,Grm7,mouseconsensus
O43927,Q9NPB9,Cxcl13,Ackr4,mouseconsensus
O60258,P11362,Fgf17,Fgfr1,mouseconsensus
O60258,P21802,Fgf17,Fgfr2,mouseconsensus
O60258,P22455,Fgf17,Fgfr4,mouseconsensus
O60258,P22607,Fgf17,Fgfr3,mouseconsensus
O60383,COMPLEX:P36896_Q13873,Gdf9,Acvr1b_Bmpr2,mouseconsensus
O60383,COMPLEX:P36897_Q13873,Gdf9,Bmpr2_Tgfbr1,mouseconsensus
O60383,O00238,Gdf9,Bmpr1b,mouseconsensus
O60383,P27037,Gdf9,Acvr2a,mouseconsensus
O60383,P36894,Gdf9,Bmpr1a,mouseconsensus
O60542,COMPLEX:P07949_Q9GZZ7,Pspn,Gfra4_Ret,mouseconsensus
O60542,O00451,Pspn,Gfra2,mouseconsensus
O60542,O75056,Pspn,Sdc3,mouseconsensus
O60542,P56159,Pspn,Gfra1,mouseconsensus
O60565,P35968,Grem1,Kdr,mouseconsensus
O75093,P18827,Slit1,Sdc1,mouseconsensus
O75093,P35052,Slit1,Gpc1,mouseconsensus
O75093,Q9HCK4,Slit1,Robo2,mouseconsensus
O75093,Q9NZU0,Slit1,Flrt3,mouseconsensus
O75093,Q9Y6N7,Slit1,Robo1,mouseconsensus
O75094,Q8WZ75,Slit3,Robo4,mouseconsensus
O75094,Q9HCK4,Slit3,Robo2,mouseconsensus
O75094,Q9Y6N7,Slit3,Robo1,mouseconsensus
O75594,Q9NP99,Pglyrp1,Trem1,mouseconsensus
O75610,P27037,Lefty1,Acvr2a,mouseconsensus
O75610,P36896,Lefty1,Acvr1b,mouseconsensus
O75610,Q13705,Lefty1,Acvr2b,mouseconsensus
O76093,P11362,Fgf18,Fgfr1,mouseconsensus
O76093,P21802,Fgf18,Fgfr2,mouseconsensus
O76093,P22455,Fgf18,Fgfr4,mouseconsensus
O76093,P22607,Fgf18,Fgfr3,mouseconsensus
O94813,P05067,Slit2,App,mouseconsensus
O94813,P18827,Slit2,Sdc1,mouseconsensus
O94813,P35052,Slit2,Gpc1,mouseconsensus
O94813,P43146,Slit2,Dcc,mouseconsensus
O94813,Q8WZ75,Slit2,Robo4,mouseconsensus
O94813,Q9HCK4,Slit2,Robo2,mouseconsensus
O94813,Q9Y6N7,Slit2,Robo1,mouseconsensus
O94898,P00533,Lrig2,Egfr,mouseconsensus
O94907,O75096,Dkk1,Lrp4,mouseconsensus
O94907,O75197,Dkk1,Lrp5,mouseconsensus
O94907,O75581,Dkk1,Lrp6,mouseconsensus
O94907,Q8NCW0,Dkk1,Kremen2,mouseconsensus
O94907,Q96MU8,Dkk1,Kremen1,mouseconsensus
O95025,COMPLEX:O14786_O75051,Sema3d,Nrp1_Plxna2,mouseconsensus
O95025,COMPLEX:O14786_P51805,Sema3d,Nrp1_Plxna3,mouseconsensus
O95025,COMPLEX:O14786_Q9HCM2,Sema3d,Nrp1_Plxna4,mouseconsensus
O95025,COMPLEX:O14786_Q9UIW2,Sema3d,Nrp1_Plxna1,mouseconsensus
O95025,COMPLEX:O60462_O75051,Sema3d,Nrp2_Plxna2,mouseconsensus
O95025,COMPLEX:O60462_P51805,Sema3d,Nrp2_Plxna3,mouseconsensus
O95025,COMPLEX:O60462_Q9HCM2,Sema3d,Nrp2_Plxna4,mouseconsensus
O95025,COMPLEX:O60462_Q9UIW2,Sema3d,Nrp2_Plxna1,mouseconsensus
O95025,Q9Y4D7,Sema3d,Plxnd1,mouseconsensus
O95156,P58400,Nxph2,Nrxn1,mouseconsensus
O95157,P58400,Nxph3,Nrxn1,mouseconsensus
O95157,Q9P2S2,Nxph3,Nrxn2,mouseconsensus
O95390,COMPLEX:P27037_P36896,Gdf11,Acvr1b_Acvr2a,mouseconsensus
O95390,COMPLEX:P27037_P36897,Gdf11,Acvr2a_Tgfbr1,mouseconsensus
O95390,COMPLEX:P36896_Q13705,Gdf11,Acvr1b_Acvr2b,mouseconsensus
O95390,COMPLEX:P36897_Q13705,Gdf11,Acvr2b_Tgfbr1,mouseconsensus
O95390,O00238,Gdf11,Bmpr1b,mouseconsensus
O95390,P36894,Gdf11,Bmpr1a,mouseconsensus
O95390,Q13873,Gdf11,Bmpr2,mouseconsensus
O95390,Q9H6X2,Gdf11,Antxr1,mouseconsensus
O95393,COMPLEX:P27037_P37023,Bmp10,Acvr2a_Acvrl1,mouseconsensus
O95393,COMPLEX:P37023_Q13705,Bmp10,Acvr2b_Acvrl1,mouseconsensus
O95393,COMPLEX:P37023_Q13873,Bmp10,Acvrl1_Bmpr2,mouseconsensus
O95393,O00238,Bmp10,Bmpr1b,mouseconsensus
O95393,O15552,Bmp10,Ffar2,mouseconsensus
O95393,P36894,Bmp10,Bmpr1a,mouseconsensus
O95393,Q8TDT2,Bmp10,Gpr152,mouseconsensus
O95399,Q9UKP6,Uts2,Uts2r,mouseconsensus
O95631,O95185,Ntn1,Unc5c,mouseconsensus
O95631,P29275,Ntn1,Adora2b,mouseconsensus
O95631,P43121,Ntn1,Mcam,mouseconsensus
O95631,P43146,Ntn1,Dcc,mouseconsensus
O95631,Q6UXZ4,Ntn1,Unc5d,mouseconsensus
O95631,Q6ZN44,Ntn1,Unc5a,mouseconsensus
O95631,Q8IZJ1,Ntn1,Unc5b,mouseconsensus
O95631,Q92859,Ntn1,Neo1,mouseconsensus
O95715,P61073,Cxcl14,Cxcr4,mouseconsensus
O95750,P11362,Fgf15,Fgfr1,mouseconsensus
O95750,P21802,Fgf15,Fgfr2,mouseconsensus
O95750,P22455,Fgf15,Fgfr4,mouseconsensus
O95750,P22607,Fgf15,Fgfr3,mouseconsensus
O95750,Q86Z14,Fgf15,Klb,mouseconsensus
O95760,COMPLEX:Q01638_Q9NPH3,Il33,Il1rap_Il1rl1,mouseconsensus
O95813,Q9UBG0,Cer1,Mrc2,mouseconsensus
O95841,O75022,Angptl1,Pirb,mouseconsensus
O95841,Q02763,Angptl1,Tek,mouseconsensus
O95897,Q9HCK4,Olfm2,Robo2,mouseconsensus
O95970,O75077,Lgi1,Adam23,mouseconsensus
O95970,Q9BZR6,Lgi1,Rtn4r,mouseconsensus
O95972,COMPLEX:O00238_Q13873,Bmp15,Bmpr1b_Bmpr2,mouseconsensus
O95972,P27037,Bmp15,Acvr2a,mouseconsensus
O95972,P36894,Bmp15,Bmpr1a,mouseconsensus
O96014,O00144,Wnt11,Fzd9,mouseconsensus
O96014,O15146,Wnt11,Musk,mouseconsensus
O96014,O60353,Wnt11,Fzd6,mouseconsensus
O96014,O75084,Wnt11,Fzd7,mouseconsensus
O96014,Q13467,Wnt11,Fzd5,mouseconsensus
O96014,Q14332,Wnt11,Fzd2,mouseconsensus
O96014,Q9H461,Wnt11,Fzd8,mouseconsensus
O96014,Q9NPG1,Wnt11,Fzd3,mouseconsensus
O96014,Q9ULV1,Wnt11,Fzd4,mouseconsensus
O96014,Q9ULW2,Wnt11,Fzd10,mouseconsensus
P00738,O00206,Hp,Tlr4,mouseconsensus
P00738,P05107,Hp,Itgb2,mouseconsensus
P00738,P07306,Hp,Asgr1,mouseconsensus
P00738,P07307,Hp,Asgr2,mouseconsensus
P00738,P11215,Hp,Itgam,mouseconsensus
P00738,P20273,Hp,Cd22,mouseconsensus
P00738,Q86VB7,Hp,Cd163,mouseconsensus
P00747,O00254,Plg,F2rl2,mouseconsensus
P00747,P05107,Plg,Itgb2,mouseconsensus
P00747,P05556,Plg,Itgb1,mouseconsensus
P00747,P11215,Plg,Itgam,mouseconsensus
P00747,P11717,Plg,Igf2r,mouseconsensus
P00747,P13726,Plg,F3,mouseconsensus
P00747,P17948,Plg,Flt1,mouseconsensus
P00747,P25116,Plg,F2r,mouseconsensus
P00747,P55085,Plg,F2rl1,mouseconsensus
P00747,Q03405,Plg,Plaur,mouseconsensus
P00747,Q13797,Plg,Itga9,mouseconsensus
P00747,Q8TEW0,Plg,Pard3,mouseconsensus
P00747,Q96RI0,Plg,F2rl3,mouseconsensus
P01019,P04201,Agt,Mas1,mouseconsensus
P01019,P08913,Agt,Adra2a,mouseconsensus
P01019,P30556,Agt,Agtr1a,mouseconsensus
P01019,P48039,Agt,Mtnr1a,mouseconsensus
P01019,P50052,Agt,Agtr2,mouseconsensus
P01019,P98164,Agt,Lrp2,mouseconsensus
P01019,Q14831,Agt,Grm7,mouseconsensus
P01127,COMPLEX:P09619_P16234,Pdgfb,Pdgfra_Pdgfrb,mouseconsensus
P01127,P06756,Pdgfb,Itgav,mouseconsensus
P01127,P21453,Pdgfb,S1pr1,mouseconsensus
P01127,Q07954,Pdgfb,Lrp1,mouseconsensus
P01133,COMPLEX:P00533_P04626,Egf,Egfr_Erbb2,mouseconsensus
P01133,O14786,Egf,Nrp1,mouseconsensus
P01133,P01130,Egf,Ldlr,mouseconsensus
P01133,P07550,Egf,Adrb2,mouseconsensus
P01133,P21860,Egf,Erbb3,mouseconsensus
P01133,P23945,Egf,Fshr,mouseconsensus
P01133,P30530,Egf,Axl,mouseconsensus
P01133,P98164,Egf,Lrp2,mouseconsensus
P01133,Q15303,Egf,Erbb4,mouseconsensus
P01137,COMPLEX:P06756_P18564,Tgfb1,Itgav_Itgb6,mouseconsensus
P01137,COMPLEX:P36896_P37173,Tgfb1,Acvr1b_Tgfbr2,mouseconsensus
P01137,COMPLEX:P36897_P37173,Tgfb1,Tgfbr1_Tgfbr2,mouseconsensus
P01137,COMPLEX:P36897_P37173_Q04771,Tgfb1,Acvr1_Tgfbr1_Tgfbr2,mouseconsensus
P01137,COMPLEX:P37173_Q04771,Tgfb1,Acvr1_Tgfbr2,mouseconsensus
P01137,COMPLEX:P37173_Q8NER5,Tgfb1,Acvr1c_Tgfbr2,mouseconsensus
P01137,P00533,Tgfb1,Egfr,mouseconsensus
P01137,P05106,Tgfb1,Itgb3,mouseconsensus
P01137,P05556,Tgfb1,Itgb1,mouseconsensus
P01137,P18084,Tgfb1,Itgb5,mouseconsensus
P01137,P26012,Tgfb1,Itgb8,mouseconsensus
P01137,P34741,Tgfb1,Sdc2,mouseconsensus
P01137,P37023,Tgfb1,Acvrl1,mouseconsensus
P01137,P61073,Tgfb1,Cxcr4,mouseconsensus
P01137,Q03167,Tgfb1,Tgfbr3,mouseconsensus
P01137,Q6EMK4,Tgfb1,Vasn,mouseconsensus
P01138,P04629,Ngf,Ntrk1,mouseconsensus
P01138,P08138,Ngf,Ngfr,mouseconsensus
P01138,Q96PQ0,Ngf,Sorcs2,mouseconsensus
P01160,P16066,Nppa,Npr1,mouseconsensus
P01160,P17342,Nppa,Npr3,mouseconsensus
P01160,P20594,Nppa,Npr2,mouseconsensus
P01178,P30518,Oxt,Avpr2,mouseconsensus
P01178,P30559,Oxt,Oxtr,mouseconsensus
P01178,P37288,Oxt,Avpr1a,mouseconsensus
P01178,P47901,Oxt,Avpr1b,mouseconsensus
P01185,O60895,Avp,Ramp2,mouseconsensus
P01185,O60896,Avp,Ramp3,mouseconsensus
P01185,P01130,Avp,Ldlr,mouseconsensus
P01185,P07550,Avp,Adrb2,mouseconsensus
P01185,P13945,Avp,Adrb3,mouseconsensus
P01185,P16473,Avp,Tshr,mouseconsensus
P01185,P30518,Avp,Avpr2,mouseconsensus
P01185,P30559,Avp,Oxtr,mouseconsensus
P01185,P32241,Avp,Vipr1,mouseconsensus
P01185,P37288,Avp,Avpr1a,mouseconsensus
P01185,P41586,Avp,Adcyap1r1,mouseconsensus
P01185,P47901,Avp,Avpr1b,mouseconsensus
P01185,P98164,Avp,Lrp2,mouseconsensus
P01185,Q03431,Avp,Pth1r,mouseconsensus
P01185,Q99678,Avp,Gpr20,mouseconsensus
P01185,Q9NQS5,Avp,Gpr84,mouseconsensus
P01189,O60895,Pomc,Ramp2,mouseconsensus
P01189,O60896,Pomc,Ramp3,mouseconsensus
P01189,P07550,Pomc,Adrb2,mouseconsensus
P01189,P08913,Pomc,Adra2a,mouseconsensus
P01189,P13945,Pomc,Adrb3,mouseconsensus
P01189,P16473,Pomc,Tshr,mouseconsensus
P01189,P32241,Pomc,Vipr1,mouseconsensus
P01189,P32245,Pomc,Mc4r,mouseconsensus
P01189,P33032,Pomc,Mc5r,mouseconsensus
P01189,P35372,Pomc,Oprm1,mouseconsensus
P01189,P41145,Pomc,Oprk1,mouseconsensus
P01189,P41146,Pomc,Oprl1,mouseconsensus
P01189,P41586,Pomc,Adcyap1r1,mouseconsensus
P01189,P41968,Pomc,Mc3r,mouseconsensus
P01189,P48039,Pomc,Mtnr1a,mouseconsensus
P01189,Q01718,Pomc,Mc2r,mouseconsensus
P01189,Q01726,Pomc,Mc1r,mouseconsensus
P01189,Q03431,Pomc,Pth1r,mouseconsensus
P01189,Q14831,Pomc,Grm7,mouseconsensus
P01189,Q99678,Pomc,Gpr20,mouseconsensus
P01189,Q9NQS5,Pomc,Gpr84,mouseconsensus
P01210,P08913,Penk,Adra2a,mouseconsensus
P01210,P35372,Penk,Oprm1,mouseconsensus
P01210,P41145,Penk,Oprk1,mouseconsensus
P01210,P41146,Penk,Oprl1,mouseconsensus
P01210,P48039,Penk,Mtnr1a,mouseconsensus
P01210,Q14831,Penk,Grm7,mouseconsensus
P01210,Q96LB2,Penk,Mrgprb2,mouseconsensus
P01210,Q9NZT2,Penk,Ogfr,mouseconsensus
P01213,P08913,Pdyn,Adra2a,mouseconsensus
P01213,P35372,Pdyn,Oprm1,mouseconsensus
P01213,P41145,Pdyn,Oprk1,mouseconsensus
P01213,P41146,Pdyn,Oprl1,mouseconsensus
P01213,P48039,Pdyn,Mtnr1a,mouseconsensus
P01213,Q14831,Pdyn,Grm7,mouseconsensus
P01215,O60895,Cga,Ramp2,mouseconsensus
P01215,O60896,Cga,Ramp3,mouseconsensus
P01215,P07550,Cga,Adrb2,mouseconsensus
P01215,P13945,Cga,Adrb3,mouseconsensus
P01215,P16473,Cga,Tshr,mouseconsensus
P01215,P22888,Cga,Lhcgr,mouseconsensus
P01215,P23945,Cga,Fshr,mouseconsensus
P01215,P32241,Cga,Vipr1,mouseconsensus
P01215,P41586,Cga,Adcyap1r1,mouseconsensus
P01215,Q03431,Cga,Pth1r,mouseconsensus
P01215,Q99678,Cga,Gpr20,mouseconsensus
P01215,Q9NQS5,Cga,Gpr84,mouseconsensus
P01222,O60895,Tshb,Ramp2,mouseconsensus
P01222,O60896,Tshb,Ramp3,mouseconsensus
P01222,P07550,Tshb,Adrb2,mouseconsensus
P01222,P13945,Tshb,Adrb3,mouseconsensus
P01222,P16473,Tshb,Tshr,mouseconsensus
P01222,P32241,Tshb,Vipr1,mouseconsensus
P01222,P41586,Tshb,Adcyap1r1,mouseconsensus
P01222,Q03431,Tshb,Pth1r,mouseconsensus
P01222,Q99678,Tshb,Gpr20,mouseconsensus
P01222,Q9NQS5,Tshb,Gpr84,mouseconsensus
P01225,O60895,Fshb,Ramp2,mouseconsensus
